NPC_SEARCH	Npc Arama
PICK_MONEY_TITLE	Toplam
PRIVATESHOPSEARCH_ABLITY_POTION	Þebnem
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Ýnce Kumaþ
PRIVATESHOPSEARCH_ARMOR	Ekipman
PRIVATESHOPSEARCH_ARROW	Oklar
PRIVATESHOPSEARCH_BELL	Çanlar
PRIVATESHOPSEARCH_BELT	Kemer
PRIVATESHOPSEARCH_BLEND	Ýksirler
PRIVATESHOPSEARCH_BLOOD_PEARL	Kankýrmýzý Ýnci
PRIVATESHOPSEARCH_BLUE_PEARL	Mavi Ýnci
PRIVATESHOPSEARCH_BODY	Zýrhlar
PRIVATESHOPSEARCH_BOW	Yay
PRIVATESHOPSEARCH_BUYTIME	Seçilen nesneyi satmak ister misin?
PRIVATESHOPSEARCH_CLAW	Pençeler
PRIVATESHOPSEARCH_CLEAR_POTION	Özütler
PRIVATESHOPSEARCH_COSTUME	Kostümler
PRIVATESHOPSEARCH_COSTUMEBODY	Kostüm
PRIVATESHOPSEARCH_COSTUMEHAIR	Saç Stili
PRIVATESHOPSEARCH_COSTUME_ACCE	Omuz Kuþaklarý
PRIVATESHOPSEARCH_COSTUME_MOUNT	Binek
PRIVATESHOPSEARCH_CRYSTAL	Kristal
PRIVATESHOPSEARCH_DAGGER	Hançerler
PRIVATESHOPSEARCH_DEAD	ölü
PRIVATESHOPSEARCH_DETACHMENT	Taþ Sanatý Kitabý
PRIVATESHOPSEARCH_DIAMOND	Elmas
PRIVATESHOPSEARCH_DS	Ejderha Taþý Simyasý
PRIVATESHOPSEARCH_DS_BLACK	Oniks
PRIVATESHOPSEARCH_DS_BLUE	Safir
PRIVATESHOPSEARCH_DS_GREEN	Yeþim
PRIVATESHOPSEARCH_DS_RED	Yakut
PRIVATESHOPSEARCH_DS_WHITE	Elmas
PRIVATESHOPSEARCH_DS_YELLOW	Grena
PRIVATESHOPSEARCH_EAR	Küpeler
PRIVATESHOPSEARCH_FAN	Yelpaze
PRIVATESHOPSEARCH_FISH	Balýklar
PRIVATESHOPSEARCH_FOOTS	Ayakkabýlar
PRIVATESHOPSEARCH_GEM	Mücevherler
PRIVATESHOPSEARCH_GIFTBOX	Hediye Kutularý
PRIVATESHOPSEARCH_HEAD	Kasklar
PRIVATESHOPSEARCH_LIVE	canlý
PRIVATESHOPSEARCH_MATERIAL	Malzemeler
PRIVATESHOPSEARCH_METIN	Zihin Taþlarý
PRIVATESHOPSEARCH_NECK	Kolyeler
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Doðru paket olmadan nesne satýn alamazsýn.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Doðru paket olmadan nesne arayamazsýn.
PRIVATESHOPSEARCH_NODELAY_POTION	HP Nesneleri
PRIVATESHOPSEARCH_ORE	Cevher
PRIVATESHOPSEARCH_PET	Pet Sistemi
PRIVATESHOPSEARCH_PETAGG	Pet Yumurtalarý
PRIVATESHOPSEARCH_PETSKILLBOOK	Pet Yetenek Kitaplarý
PRIVATESHOPSEARCH_PICK	Kazma
PRIVATESHOPSEARCH_POTION	Ýksirler
PRIVATESHOPSEARCH_QUEST	Görev
PRIVATESHOPSEARCH_QUIVER	Ok Çantasý
PRIVATESHOPSEARCH_RESOURCE	Nesne Geliþtirmesi
PRIVATESHOPSEARCH_ROD	Balýkçýlýk
PRIVATESHOPSEARCH_SELECTITEM	Nesne seçildi
PRIVATESHOPSEARCH_SHIELD	Kalkanlar
PRIVATESHOPSEARCH_SKILLBOOK	Yetenek Kitaplarý
PRIVATESHOPSEARCH_SKILLFORGET	Unutkanlýk Kitabý
PRIVATESHOPSEARCH_SPECIAL	Diðer
PRIVATESHOPSEARCH_STONE	Enerji Parçasý
PRIVATESHOPSEARCH_SWORD	Tek El Kýlýçlar
PRIVATESHOPSEARCH_TREASUREBOX	Sandýklar
PRIVATESHOPSEARCH_TUNING	Parþömenler
PRIVATESHOPSEARCH_TWOSWORD	Çift El Kýlýçlar
PRIVATESHOPSEARCH_UNIQUE	Eþsiz
PRIVATESHOPSEARCH_USEITEM	Tüketim Nesneleri
PRIVATESHOPSEARCH_USESPECIAL	Diðer
PRIVATESHOPSEARCH_WEAPON	Silahlar
PRIVATESHOPSEARCH_WHITE_PEARL	Beyaz Ýnci
PRIVATESHOPSEARCH_WRIST	Bilezik
PRIVATE_SHOP_CANNOT_SELL_ITEM	Bu eþyayý özel depoda satamazsýn.
PRIVATE_SHOP_CLOSE_QUESTION	Özel depoyu kapatmak istiyor musun?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Özel deponun ismi
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Fiyat
PVP_LEVEL0	Kahraman
PVP_LEVEL1	Soylu
PVP_LEVEL2	Ýyi
PVP_LEVEL3	Arkadaþça
PVP_LEVEL4	Tarafsýz
PVP_LEVEL5	Agresif
PVP_LEVEL6	Hileli
PVP_LEVEL7	Kötü Niyetli
PVP_LEVEL8	Zalim
PVP_MODE_GUILD	PvP - Lonca etkinleþtirildi
PVP_MODE_KILL	PvP - Serbest etkinleþtirildi
PVP_MODE_NORMAL	PvP - Barýþ etkinleþtirildi.
PVP_MODE_PROTECT	PvP - Koruma etkinleþtirildi.
PVP_MODE_REVENGE	PvP - Düþman etkinleþtirildi
PVP_OPTION_KILL	Serbest
PVP_OPTION_NORMAL	Barýþ
PVP_OPTION_PROTECT	Koruma
PVP_OPTION_REVENGE	Düþmanca
PVP_TOURNAMENT_DO_NOT_AUTO	PvP turnuvasý sýrasýnda otomatik saldýrýyý kullanamazsýn.
QUEST_APPEND	Yeni görev geldi.
QUEST_HOUR	Saat
QUEST_MIN	Dk.
QUEST_SEC	Sn.
QUEST_TIMEOVER	Zaman doldu.
QUEST_UNLIMITED_TIME	Zaman sýnýrý yok.
QUEST_ZEROSEC	0 sn.
QUICKSLOT_REGISTER_DISABLE_ITEM	Bu nesne hýzlý eriþim alanýna eklenemez.
RANKING	Rütbe
RANKING_BOARD_MEMBER	Üyeler
RECEIVE_MESSAGE	%s mesaj gönderdi.
REFINE_COST	Yükseltme bedeli: %d Yang
REFINE_DESTROY_WARNING	Eþya arýndýrýlýrken yok olabilir.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Bu nesneyi gerçekten yükseltmek istiyor musun?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Hata vermesi durumunda nesne yok olur. Devam etmek istiyor musun?
REFINE_DOWN_GRADE_WARNING	Eþyanýn arýndýrýlýrken deðeri düþebilir.
REFINE_DO_YOU_SEPARATE_METIN	Mevcut olan tüm zihin taþlarý çýkarýlsýn mý?
REFINE_ELEMENT_CHANGE_TEXT	%s þimdi %s elementine sahip!
REFINE_ELEMENT_DOWNGRADE_TEXT	Elementer sihiri seviyesi düþtü.
REFINE_ELEMENT_EXIST	Eþyanýn zaten baþka bir elementi var.
REFINE_ELEMENT_GRADE_MAX	Elementer sihiri için maksimum seviyeye zaten ulaþýldý.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Elementer sihiri sadece +7 ve üstü silahlar için mevcut.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Yetersiz Yang.
REFINE_ELEMENT_NOT_EXSIT	Bu eþya ile kullanýlamaz.
REFINE_ELEMENT_TEXT_DARK	Karanlýk +%d
REFINE_ELEMENT_TEXT_EARTH	Toprak +%d
REFINE_ELEMENT_TEXT_ELECT	Þimþek +%d
REFINE_ELEMENT_TEXT_FIRE	Ateþ +%d
REFINE_ELEMENT_TEXT_ICE	Buz +%d
REFINE_ELEMENT_TEXT_WIND	Rüzgar +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Elementer sihiri baþarýsýz!
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Elementer sihiri baþarýlý!
REFINE_FAILURE	Tüh, olmadý. Beceremedik.
REFINE_FAILURE_CAN_NOT_ATTACH0	Bu nesneye %s katamazsýn.
REFINE_FAILURE_DEL_ITEM	Arýndýrma baþarýlý olmadý. Nesne yok oldu.
REFINE_FAILURE_EQUIP_ITEM	Kullanýlmakta olan nesneleri geliþtiremezsin.
REFINE_FAILURE_GRADE_DOWN	Arýndýrma baþarýlý olmadý. Nesnenin derecesi düþtü.
REFINE_FAILURE_KEEP_GRADE	Arýndýrma baþarýsýz sonuçlandý.\nNeyse ki nesneye bir þey olmadý.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Çýkarabileceðiniz zihin taþý yok.
REFINE_FAILURE_NEED_BETTER_SCROLL	Daha iyi bir yükseltme Rolesine ihtiyacýnýz var.
REFINE_FAILURE_NO_GOLD_SOCKET	Burada %s eklemek için altýn yuva yok.
REFINE_FAILURE_NO_MORE_SOCKET	Daha fazla slot ekleyemezsin.
REFINE_FAILURE_NO_SOCKET0	%s eklemek için boþ slot yok.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Bu nesneye slot ekleyemezsin.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Bu nesne yükseltilemez.
REFINE_SUCCESS	Nesnenin yükseltilmesi baþarýyla tamamlandý.
REFINE_SUCCESS_PROBALITY	Yükseltme þansý %d%%
REFINE_WARNING2	Devam etmek istiyor musun?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Beþ Tapýnaðýn Savaþý'nda þehit düþtün.\n Þimdi köyüne geri dönüyorsun.
REVIVE_QUESTION	%s Adlý oyuncuyu diriltmek istiyor musun? Uyanýþ prizmasý sayýsý: %d adet
REVIVE_SELF_QUESTION	Diriltme iþlemini yapmak istiyor musun? Uyanýþ prizmasý sayýsý: %d adet
ROULETTE_REWARD_TEXT	Nesne alýndý
SAFEBOX_ERROR	Yanlýþ þifre girdin.
SAFEBOX_NEED_CHANGE_PASSWORD	Þifrenin süresi doldu.\nLütfen yeni bir þifre seç.
SAFEBOX_SELL_DISABLE_SAFEITEM	Korumalý nesneleri satamazsýnýz.
SAFEBOX_UNAVILABLE_PASSWORD_01	Bu þifreyi artýk kullanamazsýn.
SAFEBOX_UNAVILABLE_PASSWORD_02	Þifren en az %d karakter içermelidir.
SAFEBOX_UNAVILABLE_PASSWORD_03	Güncel þifreni girdin. Lütfen yeni bir þifre seç.
SAFEBOX_UNAVILABLE_PASSWORD_04	Þifren %d eþit veya ardýþýk sayý içeremez.
SAFEBOX_UNAVILABLE_PASSWORD_05	Özel karakterler kullanýlamaz. Ýzin verilen karakterler: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Þifre ayný olmalý.
SCREENSHOT_SAVE1	Ekran Görüntüsü
SCREENSHOT_SAVE2	Dosyasý Kaydedildi
SCREENSHOT_SAVE_FAILURE	Ekran görüntüsü kaydý yapýlamadý.
SECOND	sn
SECOND_CONFIRM_PET_FEED_QUESTION_1	Eþyan, %d veya daha fazla bonusa sahip.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Bunu petine yedirmek istediðine emin misin?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Eþyan, %d veya daha fazla bonusa sahip.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Bunu satmak istediðine emin misin?
SELECT_ATTR_NOTICE	Efsun Nesnesi+ kullanýrken özel dükkan açamazsýn.
SELECT_ATTR_NOT_OPEN	Özel dükkan açýkken Efsun Nesnesi+ kullanamazsýn.
SELECT_ATTR_NOT_SELECT	Bonuslar kalsýn mý yoksa takas mý edersin?
SELECT_CAN_NOT_DELETE	Karakteri silemezsin.
SELECT_CAN_NOT_DELETE_ATTR67	Bir bonus eklendiðinde\n karakterini silemezsin.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	O bir lonca üyesi olduðu sürece karakterini silemezsin.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Ruha baðlý eþyalara sahip olduðu için karakterini silemezsin.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Deponda eþyalar olduðu için tek karakterini islemezsin.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Karakterini sadece maksimum seviye 69'a kadar silebilirsin.
SELECT_CAN_NOT_DELETE_MARRIAGE	Evli bir karakteri silemezsin.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Silme kodu yanlýþ.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Bu karakteri oluþturduktan hemen sonra silemezsin. Bekleme süresi: %s
SELECT_CHANGED_NAME	Karakterin adýný deðiþtirdin
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Bu karakter adý kullanýlýyor
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Tekrar dene.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Bu karakter adý yanlýþ.
SELECT_CHANGE_NAME_TITLE	Karakter adýný deðiþtir
SELECT_DELEING	Silme iþlemi baþlatýlýyor...
SELECT_DELETED	Baþarýyla silindi.
SELECT_DO_YOU_DELETE_REALLY	Devam etmek istiyor musun?
SELECT_EMPTY_SLOT	Bu boþ bir alan.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Yeni karakter adý gir.
SELECT_NOT_JOIN_GUILD	Lonca yok
SERVER_NOTIFY_CLOSED	Kapalý sunucu: Sadece kapatmadan önce oluþturulan hesaplar buraya girebilir.
SERVER_STATUS_CLOSE	KAPALI
SERVER_STATUS_NEW	YENÝ
SERVER_STATUS_SPECIAL	ÖZEL
SHOP_BUY_INFO	Market penceresinden satýn almak istediðin nesneyi seç.
SHOP_CANNOT_SELL_EQUIPMENT	Kullanýlmakta olan nesneleri satamazsýn.
SHOP_CANNOT_SELL_ITEM	Bu eþya satýlamaz.
SHOP_ERROR_UNKNOWN	Bilinmeyen market hatasý: %s
SHOP_EXCEED_LIMIT_TODAY	Günlük puan kullanýmý limitini aþtýn.
SHOP_INVALID_POS	Bu eþya burada kullanýlamaz.
SHOP_INVENTORY_FULL	Envanterde boþ alan yok.
SHOP_LIMITED_DATA_LOADING	Veriler þu anda yükleniyor. Daha sonra tekrar dene.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Kalan nesneler: %d
SHOP_LIMITED_PURCHASE_OVER	Tükendi
SHOP_LIMIT_TODAY	Günlük limit: %d/%d
SHOP_MY_BATTLE_POINT	Savaþ Puaný: %d
SHOP_MY_MEDAL_OF_HONOR	Onur madalyasý: %d
SHOP_NOT_ENOUGH_10TH_COIN	Yeterince yýl dönümü parasýna sahip deðilsin.
SHOP_NOT_ENOUGH_BATTLE_POINT	Savaþ puanýn yetersiz.
SHOP_NOT_ENOUGH_BNW	Yeterli Kahin Jetonuna sahip deðilsin.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Lonca seviyesi çok düþük.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Yetersiz onur madalyasý.
SHOP_NOT_ENOUGH_MONEY	Yeterli Yang yok
SHOP_NOT_ENOUGH_MONEY_EX	Yeterli Yang'a sahip deðilsin.
SHOP_SELL_INFO	Envanter penceresinden satmak istediðin nesneyi seç.
SHOP_SOLDOUT	Satýldý
SHOT_ERROR_UNKNOWN	Uzaktan saldýrý esnasýnda belirsiz hata: %s
SKILL_BLEEDING	Kanama
SKILL_BOHO	Yansýtma
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Bu beceriyi öðrenmek için EXP e ihtiyacýn var.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Bu beceriyi ögrenmek için bir kitaba ihtiyacýn var.
SKILL_CHEONGEUN	Güçlü Beden
SKILL_CRITICAL	Kritik Vuruþ
SKILL_ENCHANT_POISON	Zehir Uygulama
SKILL_EUNHYEONG	Kamuflaj
SKILL_FAINT	Sersemletme
SKILL_FIND_TRAP	Tuzak Kurma
SKILL_FIRE	Sürekli Ateþ
SKILL_FISHMIND	Balýkçýlýk Küresi etkin
SKILL_GAMJI	Yakalama
SKILL_GEOMGYEONG	Hava Kýlýcý
SKILL_GICHEON	Ejderha Yardýmý
SKILL_GIGONG	Chi Dönüþü
SKILL_GONGPO	Dehþet
SKILL_GRADE_NAME_GRAND_MASTER	%s Grand Master
SKILL_GRADE_NAME_MASTER	%s Master
SKILL_GRADE_NAME_PERFECT_MASTER	%s Perfect Master
SKILL_GROUP_ASSASSIN_1	Býçak
SKILL_GROUP_ASSASSIN_2	Ok
SKILL_GROUP_HORSE	Binicilik
SKILL_GROUP_SHAMAN_1	EjderGücü
SKILL_GROUP_SHAMAN_2	Iyileþtirme
SKILL_GROUP_SURA_1	Silah
SKILL_GROUP_SURA_2	Kara Büyü
SKILL_GROUP_WARRIOR_1	Bedensel
SKILL_GROUP_WARRIOR_2	Zihinsel
SKILL_GWIGEOM	Büyülü Silah
SKILL_GYEONGGONG	Hafif Adým
SKILL_HEUKSIN	Karanlýk Koruma
SKILL_HOSIN	Kutsama
SKILL_INC_ATKSPD	Saldýrý hýzý arttýrýldý
SKILL_INC_MOVSPD	Hareket hýzý arttýrýldý
SKILL_JEOJU	Lanet
SKILL_JEONGEOP	Ýyileþtirme
SKILL_JEONGWI	Öfke
SKILL_JEONSINBANGEO	Maksimum Defans
SKILL_JEONSINGONGGYEOK	Maksimum Saldýrý
SKILL_JEUNGRYEOK	Atak +
SKILL_JEUNGSOK	Hýz +
SKILL_JUMAGAP	Büyülü Zýrh
SKILL_KWAESOK	Hýz
SKILL_MUYEONG	Ateþ Hayaleti
SKILL_NEED_EMPTY_BOTTLE	Boþ þiþem yok.
SKILL_NEED_POISON_BOTTLE	Zehir þiþem yok.
SKILL_ONLY_FOR_GUILD_WAR	Bu beceriyi sadece Lonca Savaþý sýrasýnda kullanabilirsin.
SKILL_PABEOP	Büyü Çözme
SKILL_POWERFUL_STRIKE	Sersemletici Saldýrý
SKILL_SEOMGWANG	Þimþek Bombasý
SKILL_SLEEP	Uyku
SKILL_SLOW	Yavaþ
SKILL_STUN	Sersemletme
SKILL_SUHO	Koruma
SKILL_SUMMON_DESCRIPTION	Çaðýrma þansý: %d%%
SKILL_TOOLTIP_INT	Zeka
SKILL_TOOLTIP_LEVEL	Seviye
SKILL_TOXICDIE	Zehirleme
SKILL_TOXICPOWER	Zehirleme saldýrýsý yükseltildi.
SKILL_TUSOK	Hayalet Vuruþ
SOUL_ITEM_TOOLTIP_APPLY	Efekt etkinleþtirildi
SOUL_ITEM_TOOLTIP_BLUE1	Oyun süresi: %d/%d dak. 
SOUL_ITEM_TOOLTIP_BLUE2	Oyun süresine ulaþýldýðýnda, beceri hasarý x%.1f artar
SOUL_ITEM_TOOLTIP_COMMON	Þunlarda geçerli deðildir: PvP, dönüþüm
SOUL_ITEM_TOOLTIP_RED1	Oyun süresi: %d/%d dak. 
SOUL_ITEM_TOOLTIP_RED2	Oyun süresine ulaþýldýðýnda, saldýrý hasarý x%.1f artar
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Kalan saldýrýlar: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Ruhun silinmesine kalan
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efekt etkinleþtirilmedi
SOUL_REFINE_FAILURE	Geliþtirme baþarýsýz oldu.
SOUL_REFINE_SUCCESS	Geliþtirme baþarýlý!
STAT_MINUS_CON	Canlýlýk Ayarý (Kalan þans: %d)
STAT_MINUS_DEX	Çeviklik Ayarý (Kalan þans: %d)
STAT_MINUS_INT	Zeka Ayarý (Kalan þans: %d)
STAT_MINUS_STR	Güç Ayarý (Kalan þans: %d)
STAT_TOOLTIP_CON	HP ve Savunma'yý arttýrýyor
STAT_TOOLTIP_DEX	Saldýrý ve Savuþturma'yý arttýryor
STAT_TOOLTIP_INT	SP, Büyülü Saldýrý ve Savunma'yý artýrýyor
STAT_TOOLTIP_STR	Saldýrý Deðeri'ni ve Hasarý arttýrýyor
STAT_TOOLTIP_ACTION	Duygu
STAT_TOOLTIP_ATT	Saldýrý deðeri
STAT_TOOLTIP_ATT_SPEED	Saldýrý hýzý
STAT_TOOLTIP_BASE_LEVEL	Seviye
STAT_TOOLTIP_CAST_SPEED	Büyü hýzý
STAT_TOOLTIP_CON	HP ve Savunma'yý arttýrýyor
STAT_TOOLTIP_CONQUEROR_LEVEL	Þampiyon seviyesi
STAT_TOOLTIP_DEF	Savunma
STAT_TOOLTIP_DEX	Saldýrý ve Savuþturma'yý arttýryor
STAT_TOOLTIP_DODGE_PER	Oklardan korunma þansý
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	HP
STAT_TOOLTIP_IMG_CON	VIT: HP ve savunmayý artýrýr
STAT_TOOLTIP_IMG_DEX	DEX: Saldýrý ve savuþturmayý artýrýr
STAT_TOOLTIP_IMG_INT	INT: SP, büyülü saldýrý ve savunmayý artýrýr.
STAT_TOOLTIP_IMG_STR	STR: Saldýrý deðeri ve hasarý artýrýr
STAT_TOOLTIP_INT	SP, Büyülü Saldýrý ve Savunma'yý artýrýyor
STAT_TOOLTIP_LEVEL	Seviye
STAT_TOOLTIP_MAG_ATT	Büyülü saldýrý deðeri
STAT_TOOLTIP_MAG_DEF	Büyü savunmasý
STAT_TOOLTIP_MOVE_SPEED	Hareket hýzý
STAT_TOOLTIP_PASSIVE	Kalýntý bonusu
STAT_TOOLTIP_POINT	Puan
STAT_TOOLTIP_REACTION	Tepki
STAT_TOOLTIP_SHP	Yohara'da maksimum HP deðerin daha az kesintiye uðrar.
STAT_TOOLTIP_SIMMUNE	Yohara'da durum deðiþikliklerine karþý direnç deðerin daha az kesintiye uðrar.
STAT_TOOLTIP_SMOVE	Yohara'da hareket hýzýn daha az kesintiye uðrar.
STAT_TOOLTIP_SP	SP
STAT_TOOLTIP_SPECIAL_ACTION	Özel hareketler
STAT_TOOLTIP_SSTR	Yohara'da saldýrý deðerin daha az hasar kesintisine uðrar.
STAT_TOOLTIP_STAT	Deðerler
STAT_TOOLTIP_STR	Saldýrý Deðeri'ni ve Hasarý arttýrýyor
STAT_TOOLTIP_SUNGMA_HP	Rakibin SungMa iradesi (VIT) ve haritaya baðlý olarak HP deðerini deðiþtirir
STAT_TOOLTIP_SUNGMA_IMMUNE	Rakibin SungMa iradesi (INT) ve haritaya baðlý olarak durum etkilerine karþý duyarlýlýðý deðiþtirir
STAT_TOOLTIP_SUNGMA_MOVE	Rakibin SungMa iradesi (RES) ve haritaya baðlý olarak hareket hýzýný deðiþtirir
STAT_TOOLTIP_SUNGMA_STR	Rakibin SungMa iradesi (STR) ve haritaya baðlý olarak saldýrýyý deðiþtirir
STAT_TOOLTIP_SUPPORT_SKILL	Ýkincil beceriler
STAT_TOOLTIP_TAB_CHARACTER	Karakter
STAT_TOOLTIP_TAB_EMOTICON	Duygular
STAT_TOOLTIP_TAB_QUEST	Görevler
STAT_TOOLTIP_TAB_SKILL	Beceriler
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Önce bir alt katý tamamlamalýsýn.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Binek hayvanýn üzerindeyken giremezsin.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Girebilmek için bir þampiyon seviyesine eriþmelisin.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Girebilmek için bir kafatasý flamasýna ihtiyacýn var.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Sung Mahi'nin Cehennem Kulesi'ne bir grupla giremezsin.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Dönüþmüþ halde giremezsin.
SUNGMAHEE_TOWER_FLOOR_TEXT	{0}. Kat
SUNGMAHEE_TOWER_MY_RANK_TEXT	Rütbe {0}
SYMBOLLIST_TITLE	Lonca Bayraðý kaydedildi.
TARGET_BUTTON_ACCEPT_FIGHT	Anlaþma
TARGET_BUTTON_AVENGE	Ýntikam
TARGET_BUTTON_BLOCK	Engelle
TARGET_BUTTON_BLOCK_REMOVE	Engellemeyi kaldýr
TARGET_BUTTON_BUILDING_DESTROY	Yýkmak
TARGET_BUTTON_DISMOUNT	Ýnmek
TARGET_BUTTON_EMOTION_ALLOW	Duygular
TARGET_BUTTON_EXCHANGE	Ticaret
TARGET_BUTTON_EXCLUDE	Reddetmek
TARGET_BUTTON_EXIT_OBSERVER	Gözlemci Modunu Bitir
TARGET_BUTTON_FIGHT	Düello
TARGET_BUTTON_FRIEND	Dost
TARGET_BUTTON_INVITE_GUILD	Lonca daveti
TARGET_BUTTON_INVITE_PARTY	Grup daveti
TARGET_BUTTON_LEAVE_PARTY	Grubu terket
TARGET_BUTTON_REQUEST_ENTER_PARTY	Gruba katýl
TARGET_BUTTON_REVIVE	Dirilt
TARGET_BUTTON_VIEW_EQUIPMENT	Zýrh
TARGET_BUTTON_WHISPER	Fýsýldama
TARGET_LEVEL_BOSS	Patron
TARGET_LEVEL_KING	5.Seviye
TARGET_LEVEL_KNIGHT	3.Seviye
TARGET_LEVEL_PAWN	1.Seviye
TARGET_LEVEL_S_KNIGHT	4.Seviye
TARGET_LEVEL_S_PAWN	2.Seviye
TARGET_TOOLTIP_ATTACK_COUNT	Toplam puan: %d
TASKBAR_ATTACK	Atak
TASKBAR_AUTO	Otomatik Saldýrý
TASKBAR_CAMERA	Kamera
TASKBAR_EXP	Deneyim
TASKBAR_HP	HP
TASKBAR_MOVE	ilerle
TASKBAR_SKILL	Beceri
TASKBAR_SP	SP
TASKBAR_ST	ST
TENTH_COIN	Yýl dönümü parasý
TENTH_EVENT_ASK_EXCHANGE	%d yýl dönümü bayraðýna ihtiyacýn var. Devam etmek istiyor musun?
THING_COUNT	hepsi
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Hasarý azalt	SNA
TOOLTIP_AFFECT_CONFUSION	Sersemletildin.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Kritik isabet þansýný azalt	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Bekçi Ýmzasý	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Hidro püskürtmesi kesilemedi.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Savunmayý azalt	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Þimþek
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Altýn ton balýðý bonusu	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Islak kýyafet\n Hareket hýzý -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Ruhlar (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Kýymetli Ruhlar (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Ýþgal Buffý \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Binekten düþüþ	SNA
TOOLTIP_AFFECT_POLYMORPH	Dönüþüm	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Soðuma süresini artýr	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Beceri hasarýna dayanýklýlýk +%15 | Normal saldýrý hasarýna dayanýklýlýk +%15
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Araþtýrmacýnýn özütü	SNA
TOOLTIP_AFFECT_RHP_REGEN	Dinlenmek mümkün deðil	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Depo bonusu\n +%3 EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Depo bonusu\n+20 savunma	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Depo bonusu\n+%1 hayat puaný	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Depo bonusu\n+%3 canavarlara karþý güçlü	SNA
