TARGET_INFO_DROP_ITEMS	Información de Ítems Dropeables
DETAILS_56	Resistencia a veneno
DETAILS_57	Ataque de sangrado
DETAILS_58	Res. a at. sangrado
DETAILS_6	Fza. c. mon. zodíaco
DETAILS_7	Fuerza c. animales
DETAILS_76	Resistencia a magia
DETAILS_77	Rompemagia
DETAILS_8	Fuerza c. esotéricos
DETAILS_9	Fuerza c. demonios
DETAILS_ATTBONUS_BELL	Fractura de campana
DETAILS_ATTBONUS_BOW	Fractura de flecha
DETAILS_ATTBONUS_CLAW	Fractura de garra
DETAILS_ATTBONUS_DAGGER	Fractura de daga
DETAILS_ATTBONUS_FAN	Fractura de abanico
DETAILS_ATTBONUS_SWORD	Fractura de espada
DETAILS_ATTBONUS_TWOHAND	Fractura de arma a dos manos
DETAILS_RESIST_MOUNT_FALL	Resistencia contra caída
DETAILS_TITLE	Detalles
DETAILS_TOOLTIP_1	Fuerza contra mediohumanos: provoca más daños a mediohumanos.
DETAILS_TOOLTIP_10	Fuerte contra monstruos del desierto: causa más daño a monstruos del desierto.
DETAILS_TOOLTIP_11	Fuerte contra insectos: causa más daño a insectos.
DETAILS_TOOLTIP_12	Aumenta tu valor de ataque.
DETAILS_TOOLTIP_13	Aumenta tu valor de defensa.
DETAILS_TOOLTIP_14	Aumenta el daño medio que provocas en tus enemigos al atacar.
DETAILS_TOOLTIP_15	Resistencia contra daño medio: reduce el daño que sufres con un ataque.
DETAILS_TOOLTIP_16	Aumenta el daño que provoca una habilidad.
DETAILS_TOOLTIP_17	Resistencia contra daño de habilidad: reduce el daño que te provoca una habilidad.
DETAILS_TOOLTIP_18	Aumentan tanto el valor de ataque físico como el mágico.
DETAILS_TOOLTIP_19	Aumenta el daño que provocas a los enemigos con un ataque mágico.
DETAILS_TOOLTIP_2	Resistencia contra mediohumanos: reduce el daño que se sufre de mediohumanos.
DETAILS_TOOLTIP_20	Aumenta la probabilidad de lograr un golpe crítico.
DETAILS_TOOLTIP_21	Probabilidad de golpe penetrante: aumenta la probabilidad de provocar un golpe penetrante.
DETAILS_TOOLTIP_24	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_25	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_26	Resistencia contra la oscuridad: reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_27	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_28	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_29	Reduce el daño que se sufre de determinados monstruos.
DETAILS_TOOLTIP_3	Fuerza contra orcos: causa más daño a orcos.
DETAILS_TOOLTIP_30	Aumenta el daño que causas gracias al poder del relámpago.
DETAILS_TOOLTIP_31	Aumenta el daño que causas gracias al poder del hielo.
DETAILS_TOOLTIP_32	Aumenta el daño que causas gracias al poder de la oscuridad.
DETAILS_TOOLTIP_33	Aumenta el daño que causas gracias al poder del fuego.
DETAILS_TOOLTIP_34	Aumenta el daño que causas gracias al poder del viento.
DETAILS_TOOLTIP_35	Aumenta el daño que causas gracias al poder de la tierra.
DETAILS_TOOLTIP_36	Fuerza contra Guerreros: causa más daño a Guerreros.
DETAILS_TOOLTIP_37	Fuerza contra Ninjas: causa más daño a Ninjas.
DETAILS_TOOLTIP_38	Fuerza contra Suras: causa más daño a Suras.
DETAILS_TOOLTIP_39	Fuerza contra Chamanes: causa más daño a Chamanes.
DETAILS_TOOLTIP_4	Fuerza contra muertos vivientes: causa más daño a muertos vivientes.
DETAILS_TOOLTIP_40	Fuerza contra Lícanos: causa más daño a Lícanos.
DETAILS_TOOLTIP_41	Probabilidad de defensa contra ataques de Guerreros: reduce el daño que se sufre por parte de Guerreros.
DETAILS_TOOLTIP_42	Probabilidad de defensa contra ataques de Ninjas: reduce el daño que se sufre por parte de Ninjas.
DETAILS_TOOLTIP_43	Probabilidad de defensa contra ataques de Suras: reduce el daño que se sufre por parte de Suras.
DETAILS_TOOLTIP_44	Probabilidad de defensa contra ataques de Chamanes: reduce el daño que se sufre por parte de Chamanes.
DETAILS_TOOLTIP_45	Probabilidad de defensa contra ataques de Lícanos: reduce el daño que se sufre por parte de Lícanos.
DETAILS_TOOLTIP_46	Reduce el daño que causa una espada.
DETAILS_TOOLTIP_47	Reduce el daño que causa un arma a dos manos.
DETAILS_TOOLTIP_48	Reduce el daño que causa una daga.
DETAILS_TOOLTIP_49	Reduce el daño que causa una garra.
DETAILS_TOOLTIP_5	Fuerza contra monstruos: causa más daño a monstruos.
DETAILS_TOOLTIP_50	Reduce el daño que provoca una campana.
DETAILS_TOOLTIP_51	Reduce el daño que provoca un abanico.
DETAILS_TOOLTIP_52	Reduce el daño que provocan un arco y flechas.
DETAILS_TOOLTIP_53	Aumenta la probabilidad de hacer desmayar a un enemigo.
DETAILS_TOOLTIP_54	Aumenta la probabilidad de ralentizar a un enemigo.
DETAILS_TOOLTIP_55	Aumenta la probabilidad de envenenar a un enemigo.
DETAILS_TOOLTIP_56	Reduce el daño que provoca el veneno.
DETAILS_TOOLTIP_57	Aumenta la probabilidad de lograr un ataque de sangrado.
DETAILS_TOOLTIP_58	Resistencia a ataque de sangrado: reduce el daño que provoca un ataque de sangrado.
DETAILS_TOOLTIP_59	Absorbe HP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_6	Fuerte contra monstruos del zodíaco: causa más daño a monstruos del zodíaco.
DETAILS_TOOLTIP_60	Absorbe SP de tu enemigo cuando lo golpeas.
DETAILS_TOOLTIP_61	Acelera la regeneración de tus puntos de vida.
DETAILS_TOOLTIP_62	Acelera la regeneración de tus puntos de maná.
DETAILS_TOOLTIP_63	Probabilidad de bloquear un ataque cuerpo a cuerpo: aumenta la probabilidad de evadir un ataque cuerpo a cuerpo.
DETAILS_TOOLTIP_64	Probabilidad de evitar flechas: aumenta la probabilidad de evadir el ataque con flechas o a distancia de un monstruo.
DETAILS_TOOLTIP_65	Probabilidad de reflectar golpes cuerpo a cuerpo: se devuelve una parte del daño cuerpo a cuerpo al enemigo.
DETAILS_TOOLTIP_66	Restauración de HP al matar: cuando matas a un enemigo, aumentan tus puntos de vida.
DETAILS_TOOLTIP_67	Restauración de SP al matar: cuando matas a un enemigo, aumentan tus puntos de maná.
DETAILS_TOOLTIP_68	Probabilidad de obtener experiencia doble: aumenta la probabilidad de conseguir una bonificación de EXP cuando derrotas a tu enemigo.
DETAILS_TOOLTIP_69	Probabilidad de obtener el doble de Yang: aumenta tu probabilidad de recibir la cantidad doble de maná.
DETAILS_TOOLTIP_7	Fuerza contra animales: causa más daño a animales salvajes.
DETAILS_TOOLTIP_70	Probabilidad de obtener objetos: aumenta la probabilidad de conseguir el doble de objetos.
DETAILS_TOOLTIP_76	Reduce el daño que sufres por un ataque mágico.
DETAILS_TOOLTIP_77	Reduce la resistencia a magia de tu enemigo.
DETAILS_TOOLTIP_8	Fuerza contra esotéricos: causa más daño a esotéricos.
DETAILS_TOOLTIP_9	Fuerza contra demonios: causa más daño a demonios.
DETAILS_TOOLTIP_ATTBONUS_BELL	Fractura de defensa de campana: reduce la defensa de campana de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_BOW	Fractura de defensa de flecha: reduce la defensa de flecha de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Fractura de defensa de garra: reduce la defensa de garra de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Fractura de defensa de daga: reduce la defensa de daga de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_FAN	Fractura de defensa de abanico: reduce la defensa de abanico de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Fractura de defensa de espada: reduce la defensa de espada de tu enemigo.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Fractura de defensa de arma a dos manos: reduce la defensa de arma a dos manos de tu enemigo.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Resistencia contra caída: reduce la probabilidad de que caigas de tu montura.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	No se pueden mover objetos durante una petición.
DO_NOT_INSERT_UPBRINGING_PET	La mascota activa no se puede seleccionar.
DO_YOU_BUY_ITEM1	¿Quieres comprar %s por %s?
DO_YOU_BUY_ITEM2	¿Quieres comprar %s (%s unidades) por %s?
DO_YOU_BUY_ITEM3	¿Quieres comprar %s por %s Yang?
DO_YOU_BUY_ITEM4	¿Quieres comprar %s (%s unidades) por %s Yang?
DO_YOU_DROP_MONEY	¿Quieres tirar %d Yang?
DO_YOU_SELL_ITEM1	¿Quieres vender %s por %s?
DO_YOU_SELL_ITEM2	¿Quieres vender %s (%s unidades) por %s?
DRAGON_SOUL_CANNOT_REFINE	No puedes refinar esta Piedra dragón.
DRAGON_SOUL_CANNOT_REFINE_MORE	Esta Piedra dragón ya ha alcanzado el mayor nivel posible.
DRAGON_SOUL_EQUIP_WARNING1	Es difícil volver a retirar una Piedra dragón.
DRAGON_SOUL_EQUIP_WARNING2	¿Quieres continuar de todas formas?
DRAGON_SOUL_EXPIRED	Piedra dragón caducada
DRAGON_SOUL_INVALID_DRAGON_SOUL	Esta no es la Piedra dragón adecuada.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Eso no es una Piedra dragón.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Esta no es la Piedra dragón correcta.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	No tienes material suficiente para refinar.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	Para tu %s\n necesitas: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	No tienes Yang para modificar la bonificación.
DRAGON_SOUL_NOT_MATCHED_SLOT	La Piedra dragón no encaja en esta ranura.
DRAGON_SOUL_STEP_LEVEL1	Pureza: mate.
DRAGON_SOUL_STEP_LEVEL2	Pureza: clara.
DRAGON_SOUL_STEP_LEVEL3	Pureza: límpida.
DRAGON_SOUL_STEP_LEVEL4	Pureza: brillante.
DRAGON_SOUL_STEP_LEVEL5	Pureza: excelente.
DRAGON_SOUL_STRENGTH	Nivel: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	No se ha podido destruir la Piedra dragón.
DRAGON_SOUL_UNEQUIP_WARNING2	¿Quieres continuar de todas formas?
DRAGON_SOUL_UNMATCHED_SLOT	Esa es la ranura incorrecta.
DROP_ITEM_FAILURE_EQUIP_ITEM	No puedes dejar caer los objetos que te has equipado.
DROP_ITEM_FAILURE_PRIVATE_SHOP	No puedes dejar caer ningún objeto mientras tengas abierta una tienda privada.
DROP_MONEY_FAILURE_1000_OVER	Puedes dejar caer un máximo de 999 Yang.
DS_SYSTEM_MSG_1	Necesitas %s %d veces.
DUTCH_AUCTION_CLOSE_OTHER_WINDOW	Por favor, cierra todas las ventanas antes de abrir la oferta relámpago.
EMOTION_ALCOHOL	¡Salud!
EMOTION_ANGRY	Irritante
EMOTION_ATTRACTIVE	Seducción
EMOTION_BANTER	Burlón
EMOTION_BUSY	Estrés
EMOTION_CALL	Llamada
EMOTION_CELEBRATION	Fiesta
EMOTION_CHARGING	Batería
EMOTION_CHEERS_1	Salud 1
EMOTION_CHEERS_2	Salud 2
EMOTION_CHEERUP	Animar
EMOTION_CHOOSE_ONE	Elige un objetivo
EMOTION_CLAP	Aplausos
EMOTION_CLAP_KISS	Beso
EMOTION_CONGRATULATION	Aprobación
EMOTION_DANCE_1	Baile 1
EMOTION_DANCE_2	Baile 2
EMOTION_DANCE_3	Baile 3
EMOTION_DANCE_4	Baile 4
EMOTION_DANCE_5	Baile 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_DANCE_7	Samba
EMOTION_DOZE	Cabezada
EMOTION_EXERCISE	Calentar
EMOTION_FORGIVE	Perdón
EMOTION_FRENCH_KISS	Beso Francés
EMOTION_HUNGRY	Hambre
EMOTION_JOY	Alegría
EMOTION_LETTER	Carta de amor
EMOTION_NOSAY	Sin palabras
EMOTION_PUSH_UP	Flexiones
EMOTION_SAD	Triste
EMOTION_SELFIE	Selfi
EMOTION_SHY	Rechazo
EMOTION_SIREN	Sirena
EMOTION_SLAP	Golpe
EMOTION_WEATHER_1	Sol
EMOTION_WEATHER_2	Arcoíris
EMOTION_WEATHER_3	Luna
EMOTION_WHIRL	Confusión
EMPIRE_A	Reino Shinsoo
EMPIRE_B	Reino Chunjo
EMPIRE_C	Reino Jinno
EMPIRE_SELECT_MODE	Seleccionar Reino
EXCHANGE_CANNOT_GIVE	Este objeto no puede ser comerciado.
EXCHANGE_CANT_EDIT_MONEY	No puedes cambiar ahora la suma.
EXCHANGE_FAILURE_EQUIP_ITEM	No puedes intercambiar los objetos que te has equipado.
EXCHANGE_MONEY	Suma
EXCHANGE_TITLE	Comerciar con %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Todavía necesitas %d Ampliación(es) de inventario más.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Tu inventario ha alcanzado el número máximo de ampliaciones.
EXINVEN_USE_ITEM_QUESTION	¿Quieres agrandar tu inventario con %d Ampliaciones de inventario?
FISHING_FAILURE	Perdiste el cebo.
FISHING_NOTIFY1	Parece que hay %s enganchado.
FISHING_NOTIFY2	Parece que %s ha sido capturado.
FISHING_RENEWAL_CANNOT_EMOTION	No puedes expresar emociones mientras estás pescando.
FISHING_RENEWAL_CANNOT_OPEN_1	No se puede abrir mientras estás pescando.
FISHING_RENEWAL_CANNOT_OPEN_2	No puedes llevar a cabo esta acción mientras estás pescando.
FISHING_RENEWAL_QUESTION	Un pez ha mordido el anzuelo. ¿Quieres pescarlo?
FISHING_RENEWAL_TIMEOUT	Has tardado demasiado en decidir. El pez se ha escapado.
FISHING_SUCCESS1	¡Has capturado %s!
FISHING_SUCCESS2	¡Has sacado a %s del agua!
FISHING_UNKNOWN	Algo ha mordido el cebo, pero no puedes ver qué es.
FISHING_WRONG_PLACE	No puedes pescar aquí.
FLOWER_EVENT_USE_ITEM_TEXT1	¿Quieres sustituir el efecto activado?
FLOWER_EVENT_USE_ITEM_TEXT2	El intento puede fallar, en cuyo caso la flor se marchita.
FOR_FEMALE	para mujer
FOR_MALE	para hombre
FRAGMENT_COMB_COST	Costes de combinación: %s
GAME_CANNOT_MINING	No puedes extraer minerales mientras estés cabalgando.
GAME_CANNOT_PICK_ITEM	No puedes recoger este objeto ya que no lo ganaste.
GAME_GUILDWAR_NOW_JOIN	¿Quieres entrar en la guerra de gremios?
GAME_INIT_ERROR_CURSOR	El cursor no pudo ser establecido.
GAME_INIT_ERROR_DIRECTX	DirectX 8.1 debe estar instalado para que este juego pueda arrancar.\nInstala DirectX 8.1 o superior.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	No se ha encontrado ningún dispositivo gráfico.\nRevisa si tu tarjeta VGA está instalada correctamente.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	El dispositivo gráfico no está establecido.\nRevisa si tienes tarjeta VGA.\nAlternativamente, puedes activar el hardware acelerador.\n(Fija el hardware acelerador al máximo. \nPanel de Control->Pantalla->Configuración->Avanzado->Registro de tarjeta.)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	La tarjeta gráfica del ordenador no soporta el modo de ventana al modo 32bit.\nCambialo al modo 16bit o a Modo Pantalla Completa.
GAME_INIT_ERROR_ITEM_PROTO	No existen datos de objetos.\nInstala el juego de nuevo.
GAME_INIT_ERROR_MAIN_WINDOW	El servidor no pudo ser establecido
GAME_INIT_ERROR_MOB_PROTO	No existen datos de monstruos.\nInstala el juego de nuevo.
GAME_INIT_ERROR_NETWORK	No pudieron establecerse dispositivos de red.\nRevisa tu conexión a internet.
GEM_SYSTEM_ADD_SLOT	Objeto necesario: %s.\n¿Quieres usar %d para abrir un espacio más?
GEM_SYSTEM_BUY_ITEM	¿Quieres comprar este objeto?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[Gaya] No tienes suficientes "Restaurar Mercado Gaya".
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[Gaya] No tienes suficiente Gaya.
GEM_SYSTEM_NO_MORE_ADDSLOT	[Gaya] No se pueden añadir más espacios.
GEM_SYSTEM_OPEN_GEMSHOP	[Gaya] Primero abre el Mercado de Gaya.
GEM_SYSTEM_PICK_GEM	[Gaya] Cantidad de Gaya: %d
GEM_SYSTEM_REFRESH_SHOP_ITEMS	¿Quieres restablecer?
GIVEUP_QUESTION	¿Seguro que quieres abandonar?
GUILDBANK_CLEARBANK	Atención: ¡el almacén del gremio tiene que estar vacío!
GUILDBANK_DONT_MONEY_OUT	¡No tienes Yang en el banco del gremio!
GUILDBANK_GOLD_IN	Depósito
GUILDBANK_GOLD_OUT	Extracción
GUILDBANK_ITEM_IN	Almacenar
GUILDBANK_ITEM_OUT	Retirar
GUILDBANK_MONEYIN	Depositar Yang
GUILDBANK_MONEYOUT	Extraer Yang
GUILDBANK_NOTUSE	Te faltan derechos para hacer esto.
GUILDBANK_NOT_ENOUGH_MONEY	No tienes suficiente Yang para hacer el depósito.
GUILDBANK_OVER_INCOME	Se ha llegado al límite de cuenta.
GUILDBANK_OVER_MONEY	La cuenta del gremio está llena.
GUILDLAND_ABANDON	Abandonar terreno del gremio
GUILDLAND_ACCEPT	Sí
GUILDLAND_DONTHAVE_LAND	No tienes ningún terreno del gremio.
GUILDLAND_NOT	No
GUILDLIST_APPLICANT	¿Quieres presentar tu candidatura?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	La altura no es de 128 Pixel
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	La altura no es de 12 Pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	El ancho no es de 16 Pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	El ancho no es de 64 Pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	El juego no soporta esta imagen.
GUILDMARK_UPLOADER_ERROR_PATH	Mueve los datos a la carpeta metin2/upload.
GUILDMARK_UPLOADER_ERROR_SELECT	No se seleccionó una carpeta de imágenes.
GUILDWAR_ALL	Luchas (L)
GUILDWAR_CTF_TITLE	Lucha por bandera
GUILDWAR_DRAW	Empate (E)
GUILDWAR_GAINSCORE_FIFTY	50 puntos
GUILDWAR_GAINSCORE_HUNDRED	100 puntos
GUILDWAR_GAINSCORE_THIRTY	30 puntos
GUILDWAR_GAMETIME_SIXTY	60 minutos
GUILDWAR_GAMETIME_TEN	10 minutos
GUILDWAR_GAMETIME_THIRTY	30 minutos
GUILDWAR_INPUT_OTHERGUILD	Por favor, introduce el gremio enemigo.
GUILDWAR_LADDER	Puntos de clasificación
GUILDWAR_LIMIT_MEMBER_FIVE	La cantidad mínima de participantes es de 5.
GUILDWAR_LOSE	Derrotas (D)
GUILDWAR_NORMAL_TITLE	Batalla de campo
GUILDWAR_OVER_MEMBERCOUNT	Has alcanzado el límite de miembros.
GUILDWAR_QUESTION_LINE_1	El gremio %s le ha declarado la guerra a tu gremio.
GUILDWAR_QUESTION_LINE_2	¿Aceptas? (%s)
GUILDWAR_RANKING	Clasificación
GUILDWAR_RECODE_ALL	%d L, %d V, %d D, %d E
GUILDWAR_SELECT_MEMBER_COUNT	Elige la cantidad de participantes.
GUILDWAR_TYPE_DEFENSE	Lucha de escudos
GUILDWAR_TYPE_TIGER	Lucha de destrucción
GUILDWAR_TYPE_TIME	Ataque temporal
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Guerra en la arena
GUILDWAR_WIN	Victorias (V)
GUILDWAR_WIN_FIVE	Cinco rondas
GUILDWAR_WIN_ONE	Una ronda
GUILDWAR_WIN_THREE	Tres rondas
GUILDWINDOW_BUTTON_BANKGOLDINFO	Registro del almacén del gremio
GUILDWINDOW_BUTTON_BASEABANDON	Abandonar terreno del gremio
GUILDWINDOW_BUTTON_BASEDEAL	Vender terreno del gremio
GUILDWINDOW_BUTTON_BOARD	Notas del gremio
GUILDWINDOW_BUTTON_CHANGEMASTER	Cambiar de líder del gremio
GUILDWINDOW_BUTTON_DECLARE	Declaración de guerra
GUILDWINDOW_BUTTON_DONATE	Donar
GUILDWINDOW_BUTTON_GOLDIN	Depósito
GUILDWINDOW_BUTTON_GOLDOUT	Extracción
GUILDWINDOW_BUTTON_GRADE	Administración de derechos
GUILDWINDOW_BUTTON_GUILDLIST	Lista de gremios
GUILDWINDOW_BUTTON_HEALGSP	Restablecer Fuerza dragón
GUILDWINDOW_BUTTON_INFO	Información del gremio
GUILDWINDOW_BUTTON_LANDINFO	Información del terreno
GUILDWINDOW_BUTTON_MARK	Subir símbolo de gremio
GUILDWINDOW_BUTTON_MEMBER	Miembros
GUILDWINDOW_BUTTON_OFFER	Donar EXP
GUILDWINDOW_BUTTON_OUTMEMBER	Expulsar miembro
GUILDWINDOW_BUTTON_SKILL	Habilidades del gremio
GUILDWINDOW_BUTTON_SYMBOL	Subir bandera del gremio
GUILDWINDOW_BUY_GUILD_LAND	Compra de terreno
GUILDWINDOW_CHANGE_BLACKSMITH	Cambiar profesión
GUILDWINDOW_CHANGE_OBJECT	Modificación
GUILDWINDOW_CHANGE_SMELTER	Modificación de horno
GUILDWINDOW_CREATE_OBJECT	Construcción de edificios
GUILDWINDOW_DEAL_GUILD_LAND	Venta de terreno
GUILDWINDOW_GRADE_BANK	Puede utilizar el banco y el almacén del gremio
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Puede expulsar a un miembro del gremio
GUILDWINDOW_GRADE_GRADENAME	Nombre de rango
GUILDWINDOW_GRADE_GRADENUMBER	Número de rango
GUILDWINDOW_GRADE_GUILDWAR	Puede seleccionar miembros para que participen como guerreros
GUILDWINDOW_GRADE_INVITEAUTHORITY	Puede incorporar miembros al gremio
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Puede publicar notas del gremio
GUILDWINDOW_GRADE_SKILLAUTHORITY	Puede utilizar habilidades del gremio
GUILDWINDOW_INFO_LEVEL10	Aumenta el máx. de miembros
GUILDWINDOW_INFO_LEVEL15	Oferta: Fuerza dragón
GUILDWINDOW_INFO_LEVEL20	Banco: exención impositiva
GUILDWINDOW_INFO_LEVEL5	+5% EXP en donac. a gremio
GUILDWINDOW_LIST_ALL	Todos los reinos
GUILDWINDOW_LIST_ALREADY_REGISTER	[Gremio] Ya has solicitado acceso para este gremio.
GUILDWINDOW_LIST_APPLICANT_LIST	Lista de candidatos
GUILDWINDOW_LIST_CHRACTER_JOB	Clase
GUILDWINDOW_LIST_CHRACTER_LV	Nivel
GUILDWINDOW_LIST_CHRACTER_NAME	Nombre del personaje
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Entrenamiento
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Miembros
GUILDWINDOW_LIST_GUILD_LIST	Lista de gremios
GUILDWINDOW_LIST_GUILD_LV	Nivel
GUILDWINDOW_LIST_GUILD_NAME	Gremio
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Gremio] Por favor, introduce el nombre de un gremio.
GUILDWINDOW_LIST_LADDER	Puntos de clasificación
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Gremio] Este gremio no tiene ningún anuncio.
GUILDWINDOW_LIST_PROMOTE_GUILD	Solicitud
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Lista de gremios
GUILDWINDOW_LIST_RANKING	Posición
GUILDWINDOW_LIST_RANKING_COUNT	Posición
GUILDWINDOW_LIST_REGISTER	Solicitudes
GUILDWINDOW_LIST_REGISTER_GUILD	Solicitar acceso a gremio
GUILDWINDOW_LIST_SEARCH	Buscar
GUILDWINDOW_LIST_SELECT_GUILD	[Gremio] Por favor, escoge un gremio al que solicitar acceso.
GUILDWINDOW_PROMOTE_REFRESH	Publicidad
GUILDWINDOW_PROMOTE_REGISTER	Publicidad
GUILDWINDOW_SP_RECOVER	Fuerza Dragón
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Expansión de altar
GUILDWINDOW_UPGRADE_GUILDBANK	Expansión de banco
GUILD_ATTENDANCE_FAIL_ALREADY	Hoy ya has participado.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Ahora no puedes participar. La participación se restablece a las 5:00 h.
GUILD_BANKINFO_CLOSE	Cerrar
GUILD_BANKINFO_NAME	Miembro
GUILD_BANKINFO_TYPE	Objeto/Moneda
GUILD_BANKINFO_USETYPE	Acción
GUILD_BANK_CLOSE	Cerrar
GUILD_BANK_INFO	Registro del almacén del gremio
GUILD_BOARD_ID	Miembro
GUILD_BOARD_TEXT	Mensaje
GUILD_BUILDING_FIX_CHANGE	¿De verdad quieres cambiar la posición?
GUILD_BUILDING_FIX_CHANGE_GOLD	Costes: 1.000.000 de Yang
GUILD_BUILDING_FIX_DELETE	¿De verdad quieres borrar el objeto?
GUILD_BUILDING_FIX_NEED_BUILDING	No hay ningún edificio.
GUILD_BUILDING_GRADE	Rank
GUILD_BUILDING_NAME	Nombre de construcción
GUILD_CANNOT_HEAL_GSP_ANYMORE	La energía Dragón Fantasma ya se ha recargado completamente.
GUILD_COMMENT	Escribe
GUILD_CREATE_ERROR_INSULT_NAME	Nombre de Gremio no válido.
GUILD_DEFAULT_GRADE	Miembros de Gremio
GUILD_DELETE	Borrar
GUILD_DEPOSIT	Depósito
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	No tienes suficientes Donativos grandes.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Tu inventario está lleno. No puedes donar.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	No tienes suficientes Donativos medianos.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	No tienes suficiente Yang.
GUILD_DONATE_QUESTION_HIGH	¿Quieres hacer una donación grande?
GUILD_DONATE_QUESTION_MIDDLE	¿Quieres hacer una donación mediana?
GUILD_DONATE_QUESTION_NORMAL	¿Quieres hacer una donación pequeña?
GUILD_DO_YOU_HEAL_GSP	¿Deseas emplear %d Yang para restaurar %d Dragones Fantasma?
GUILD_DO_YOU_JOIN	te ha invitado. ¿Aceptas entrar en el gremio?
GUILD_DRAGONLAIR_MIN	Mín.
GUILD_DRAGONLAIR_PARTY_ALL	Lista general de los mejores
GUILD_DRAGONLAIR_PARTY_LINE_FOUR	Puesto 11 o posterior: 100 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_HELP	Ayuda
GUILD_DRAGONLAIR_PARTY_LINE_ONE	Puesto 1: 400 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_THREE	Puestos 4 - 10: 200 Gaya
GUILD_DRAGONLAIR_PARTY_LINE_TWO	Puestos 2 - 3: 300 Gaya
GUILD_DRAGONLAIR_PARTY_MEMBER	Miembros
GUILD_DRAGONLAIR_PARTY_NOW	Lista semanal de los mejores
GUILD_DRAGONLAIR_PARTY_PAST	Lista anterior de los mejores
GUILD_DRAGONLAIR_PARTY_TIME	Tiempo
GUILD_DRAGONLAIR_PARTY_TOOLTIP_TITLE	Recompensa
GUILD_DRAGONLAIR_RANKING_FAIL	FRACASO
GUILD_DRAGONLAIR_RANKING_NONE	NUEVO
GUILD_DRAGONLAIR_RANKING_SUCCESS	ÉXITO
GUILD_DRAGONLAIR_SECOND	Seg.
GUILD_EMPTY_AREA	Tierra vacia
GUILD_ENEMY_GUILD_NAME	Nombre de Gremio del enemigo
GUILD_FACILITY	Dependencias
GUILD_GEM	Gema
GUILD_HEADQUARTER	Edificio Principal
GUILD_HEAL_GSP	Recargar Dragón Fantasma
GUILD_INFO_ENEMY_GUILD_EMPTY	Ninguno
