NPC_SEARCH	Ricerca Npc
PETBOX_DESC8C	Slot abilità 1: %s (%d)
PETBOX_DESC9C	Slot abilità 2: %s (%d)
PETBOX_DESC10C	Slot abilità 3: %s (%d)
PETBOX_DESC11C	Slot abilità 4: %s (%d)
PET_EVOLUTION1	normale
PET_EVOLUTION2	normale
PET_EVOLUTION3	selvaggio
PET_EVOLUTION4	coraggioso
SUBTEXT_OFFLINESHOP_TEXT15	Nome:
SUBTEXT_OFFLINESHOP_TEXT16	Prezzo:
CLOSE_AUCTION	Chiudi
CUBE_CATEGORY1	Armi
CUBE_CATEGORY2	Armature
CUBE_CATEGORY3	Gioielli
CUBE_CATEGORY4	Vario
CUBE_CATEGORY5	Bracciali Lv. 90 [PvP]
CUBE_CATEGORY6	Gioielli Lv. 100 [PvP]
CUBE_CATEGORY7	Cinture [PvP]
CUBE_CATEGORY8	Cinture [PvM]
CUBE_CATEGORY9	Collane Lv. 90 [PvP]
CUBE_CATEGORY10	Orecchini Lv. 90 [PvP]
CUBE_CATEGORY11	Armi Lv. 80 [PvP]
CUBE_CATEGORY12	Armi Lv. 90 [PvP]
CUBE_CATEGORY13	Armi Lv. 100 [PvP]
CUBE_CATEGORY14	Armi Lv. 105 [PvM]
CUBE_CATEGORY15	Armature Lv. 80 [PvM]
CUBE_CATEGORY16	Armature Lv. 90 [PvM]
CUBE_CATEGORY17	Armature Lv. 110 [PvM]
CUBE_CATEGORY18	Armature Lv. 90 [PvP]
CUBE_CATEGORY19	Armature Lv. 105 [PvP]
CUBE_CATEGORY20	Armature Lv. 110 [PvP]
CUBE_CATEGORY21	Scarpe Lv. 105 [PvP]
CUBE_CATEGORY22	Scarpe Lv. 100 [PvM]
CUBE_CATEGORY23	Elmi Lv. 115 [PvP]
CUBE_CATEGORY24	Elmi Lv. 80 [PvM]
CUBE_CATEGORY25	Elmi Lv. 95 [PvM]
CUBE_CATEGORY26	Elmi Lv. 105 [PvP]
CUBE_CATEGORY27	Cavalcature (Permanente)
CUBE_CATEGORY28	Pet (Permanente)
CUBE_CATEGORY29	Creazione Gemma
CUBE_CATEGORY30	Creazione Gemma 1
CUBE_CATEGORY31	Creazione Gemma 2
CUBE_CATEGORY32	Creazione Gemma 3
CUBE_CATEGORY33	Creazione Gemma 4
CUBE_CATEGORY34	Creazione Gemma 5
CUBE_CATEGORY35	Creazione Gemma 6
CUBE_CATEGORY36	Creazione Gemma 7
CUBE_CATEGORY37	Creazione Gemma 8
CUBE_CATEGORY38	Creazione Gemma 9
CUBE_CATEGORY39	Creazione Gemma 10
CUBE_CATEGORY40	Creazione Gemma 11
CUBE_CATEGORY41	Creazione Gemma 12
CUBE_CATEGORY42	Creazione Gemma 13
CUBE_CATEGORY51	Accessori Lv60 - Scudo Lv75 [PVM]
CUBE_CATEGORY999	Altro
SYSTEM_OPTION_CPU_TILING_1	La modalità di grafica della CPU può migliorare la velocità di un PC più debole.
SYSTEM_OPTION_CPU_TILING_2	In caso di problemi con la grafica, selezionare l'opzione Sistema "o CONFIG.exe"
SYSTEM_OPTION_CPU_TILING_3	e passa alla modalità di grafica GPU.
SYSTEM_OPTION_GPU_TILING_1	La modalità di grafica della GPU può rallentare la velocità su un PC più debole.
SYSTEM_OPTION_GPU_TILING_2	In caso di problemi con la grafica, selezionare l'opzione Sistema "o CONFIG.exe"
SYSTEM_OPTION_GPU_TILING_3	e passa alla modalità di grafica CPU.
SYSTEM_OPTION_TILING_EXIT	Il gioco deve essere riavviato per cambiare la modalità di grafica.
PETSKILL_COOLDOWN	Cooldown: %s sec
PETSKILL_HP	Hp Riprtistinati: %s
PETSKILL_INVICIBLE	Invincibile per: %s sec
ITEM_PRICE_TITLE	[ Prezzo ]
ITEM_IS_WORTH	%d |Eemoji/%s|e %s
ITEM_IS_FREE	Gratis
DO_YOU_BUY_ITEM_NORMAL	Desideri comprare %d %s?
CHATTING_SETTING_LEFT1	Click destro sul filtro per rimuoverlo.
CHATTING_SETTING_LEFT2	Il filtro generale non può essere rimosso.
CHAT_TYPE_INFO_EXP	Exp
CHAT_TYPE_INFO_ITEM	Item
CHAT_TYPE_INFO_VALUE	Valuta
CHATTING_SETTING_ADD	Aggiungi scheda
CHATTING_SETTING_ADD_MAX	Hai raggiunto il limite massimo.
CHATTING_SETTING_CHANGE_TITLE_NAME	Vuoi salvare il nome di questa chat?
CHATTING_SETTING_CHANGE_TITLE_NOT	Non è possibile modificare il nome della chat generale.
CHATTING_SETTING_CHANGE_TITLE_NOT2	Il nome non può contenere spazio.
CHATTING_SETTING_CHANGE_TITLE_NOT3	Il nome non può contenere più di 6 caratteri.
CHATTING_SETTING_CHANGE_TITLE_NOT4	Il nome è vuoto.
CHATTING_SETTING_SETTING	Impostazioni
TOOLTIP_DOUBLE_DROP_ITEM	Il drop sarà raddoppiato	SNA
TOOLTIP_IRR_WEAPON_DEFENSE	%d%% interruzione difesa armi	SA
EMOTION_SIRENA	Sirina
EMOTION_CALL	Chiamata
EMOTION_CHARGING	Caricamento
EMOTION_CELEBRATION	Celebrazione
EMOTION_WEATHER	Tempo
EMOTION_ALCOHOL	Birra
EMOTION_HUNGRY	Affamato
EMOTION_SELFIE	Selfie
EMOTION_PUSHUP	Sollevamento
EMOTION_EXERCISE	Riscaldamento
EMOTION_DOZE	Irritato
EMOTION_DANCE_7	Danza 7
WINDOW_TXT1	Livello minimo: %s
WINDOW_TXT2	Livello massimo: %s
WINDOW_TXT3	Non hai gli oggetti necessari per entrare.
WINDOW_TXT4	Item necessari:
WINDOW_TXT5	Vuoi andare nella mappa %s?
WINDOW_TXT6	Non hai abbastanza Yang!
DAILYGIFT_TXT1	Giorno %d
DAILYGIFT_TXT2	Riscatta
DAILYGIFT_TXT3	Ricompensa giornaliera:
QUESTION_DLG_CHANGELANGUAGE	Desideri cambiare la lingua?
QUESTION_DLG_REMOVEACC	Desideri cancellare %s?
MINIMAP_SHOW_BLOCKPVP	Blocca l'anteprima del equip in duello [F10]
MINIMAP_SHOW_UNBLOCKPVP	Sblocca l'anteprima del equip duello [F10]
SKILL_CHANGE_AVAILABLE	Cambi possibili: %d
DUEL_MINIWINDOW_OVER_SLOT	Cliccando su questa immagine puoi aprire il pannello principale del duello.
PET_MINIWINDOW_OVER_SLOT	Premendo "P" o cliccando su questo slot puoi aprire il pannello principale del tuo pet.
RENDER_TITLE	Anteprima
MINIMAP_SHOW_WIKI	Wiki [H]
MINIMAP_SHOW_DUNGEONINFO	Informazioni sui dungeon [F7]
MINIMAP_SHOW_DAILYGIFT	Regalo giornaliero
MINIMAP_SHOW_BIOLOGIST	Missioni del biologo
MINIMAP_SHOW_TELEPORT	Teletrasporto [F5]
MINIMAP_SHOW_SAVEPOINT	Salva punto [F11]
MINIMAP_SHOW_OFFLINESHOP	Negozio offline [Y]
RUNE_IS_UNLOCKED1	Hai sbloccato le rune.
RUNE_IS_UNLOCKED2	Però prima devi sapere di che si tratta, leggi la lettera ricevuta.
TOOLTIP_APPLY_STOLA_COSTUME1A	Forte contro Mostri - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2A	Forte contro Metin - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME2B	Vitalità - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME3A	Forte contro Boss - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME3B	Intelligenza - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME4A	Forte contro Mezziuomini - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5A	Resistenza ai Mezziuomini - min: %d%% e max: %d%%
TOOLTIP_APPLY_STOLA_COSTUME5B	Forza - min: +%d e max: +%d
TOOLTIP_APPLY_STOLA_COSTUME6A	Max. HP - min: +%d e max: +%d
GRADE_STOLA	[Grado: %d]
SUPPORT_ERR1	Devi evocare il support per poterlo fare!
SUPPORT_ERR2	Puoi inserire solo item equipaggiabili da shamani.
SUPPORT_ERR3	Non puoi inserire questo item.
SUPPORT_ERR4	L'oggetto non è del sesso giusto!
SUPPORT_CONFIRM	Desideri continuare?
SUPPORT_CONFIRM2	Sei sicuro di voler rimuovere l'oggetto selezionato?
SUPPORT_CONFIRM3	Desideri sostituire?
AFFECT_NEW_POTION1	Ampolle Arancione
AFFECT_NEW_POTION2	Ampolle Gialla
AFFECT_NEW_POTION3	Ampolle Blu
AFFECT_NEW_POTION4	Ampolle Rossa
AFFECT_NEW_POTION5	Ampolle Verde
AFFECT_NEW_POTION6	Ampolle Viola
AFFECT_NEW_POTION7	Rugiada Blu
AFFECT_NEW_POTION8	Rugiada Arancione
AFFECT_NEW_POTION9	Rugiada Bianca
AFFECT_NEW_POTION10	Rugiada Gialla
AFFECT_NEW_POTION11	Rugiada Rossa
AFFECT_NEW_POTION12	Rugiada Verde
AFFECT_NEW_POTION13	Lotta Trafiggente
AFFECT_NEW_POTION14	Lotta Critica
AFFECT_NEW_POTION15	Attacco Dio Drago
AFFECT_NEW_POTION16	Difesa del Dio Drago
AFFECT_NEW_POTION17	Intelligenza Dio Drago
AFFECT_NEW_POTION18	Vita Dio Drago
AFFECT_NEW_POTION19	Elisir Velocità Attacco
AFFECT_NEW_POTION20	Pozione Verde(G) (inf)
AFFECT_NEW_POTION21	Anello exp
AFFECT_NEW_POTION22	P. della saggezza
AFFECT_NEW_POTION23	Guanti del ladro
NEW_POTION_STATUS_0	[Disattivato]
NEW_POTION_STATUS_1	[Attivato]
RUNE_POWER	Potere: %d%%
RUNE_POWER_CHARGE	Potere rimasto: %d%% di %d%%
RUNE_ACTIVATE	Desideri attivare %s?
RUNE_DEACTIVATE	Desideri disattivare %s?
RUNE_ACTIVATE_ALL	Desideri attivare tutte le rune disponibili?
RUNE_DEACTIVATE_ALL	Desideri disattivare tutte le rune disponibili?
RUNE_CHARGE	Desideri incrementare il potere di %s con %s?
RUNE_ACTIVATED_1	Una o più delle tue Rune è/sono attiva/attive.
RUNE_ACTIVATED_2	Tutte le tue Rune sono attive.
RUNE_LOCKED	Il sistema rune verrà sbloccato quando raggiungi il livello 70.
MAP_NAME_357	Antica Piramide
AFFECT_SKILL_QUESTION	Sei sicuro di voler disattivare l'affetto del abilità?
AFFECT_DROP_QUESTION1	Sei sicuro di voler disattivare il drop su questo account?
AFFECT_DROP_QUESTION2	Sei sicuro di voler attivare il drop su questo account?
TOOLTIP_DROP_BLOCK	Il drop di questo account è disattivato. Clicca qui per attivarlo.
TOOLTIP_DROP_UNBLOCK	Il drop di questo account è attivato. Clicca qui per disattivarlo.
TOOLTIP_APPLY_ATTBONUS_RUNE	+%d%% forte contro i mostri delle rune	SA
MAP_NAME_218	Rune Dungeon
UI_CHOOSE_LANGUAGE	Scegli la lingua:
UI_END	Termina
UI_GETIN	Entra adesso
WHISPER_ADMIN_SEND_MESSAGE	Send message
WHISPER_ADMIN_CLEAR_MESSAGE	Delete text
WHISPER_ADMIN_CANCEL_ACTION	Ending action
WHISPER_ADMIN_LEN_TEXT	[i] Minimum / maximum characters: |cFF7cff00%d|r / |cFFff0000%d|r
WHISPER_ADMIN_CUR_LANG	[i] Current language selected: |cFFffce00[%s]
WHISPER_ADMIN_TITLE_NAME	GM: Send whisper message for the country.
WHISPER_ADMIN_MESSAGE	[Server] : [%s] : %s
WHISPER_ADMIN_MESSAGE2	[Server] : [%s] :%s
WHISPER_ADMIN_QUESTION_SEND	Are you sure you want to send this message?
WHISPER_ADMIN_CANNOT_SEND_MESSAGE	You can not answer the system.
KASMIR_MARKET_PRIVATESHOP_0	Standard
KASMIR_MARKET_PRIVATESHOP_1	Mille e una notte
KASMIR_MARKET_PRIVATESHOP_2	Maestro della griglia
KASMIR_MARKET_PRIVATESHOP_3	Cacciatore di tesori
KASMIR_MARKET_PRIVATESHOP_4	Fiamma minima
KASMIR_MARKET_PRIVATESHOP_5	Mercante di armi
KASMIR_MARKET_PRIVATESHOP_6	Vendita di armi
KASMIR_MARKET_PRIVATESHOP_7	Alchimista
KASMIR_PAKET_STANDART	Standard
KASMIR_PAKET_FIRE	Fuoco
KASMIR_PAKET_ICE	Ghiaccio
KASMIR_PAKET_PAPER	Carta
KASMIR_PAKET_RIBON	Lettera
KASMIR_PAKET_WING	Ali
MINIMAP_BOSS_RESPAWN_TIME	Respawn: %d min.
ALERT_SASH_REMOVE_ATTR	Sei sicuro di voler continuare?
TOOLTIP_APPLY_ATTBONUS_MEDI_PVM	Danni Medi [PVM] %d%%	SA
TOOLTIP_APPLY_PVM_CRITICAL_PCT	+%d%% di possibilità nei colpi critici (PVM)	SA
PET_ASK_LEARN	Sei sicuro di voler continuare?
PET_APPLY_MAX_HP_PCT	HP max. +%s%%	SA
PET_APPLY_ATTBONUS_MONSTER	Forte contro mostri +%s%%	SA
PET_APPLY_MEDI_PVM	Danni Medi [PVM] +%s%%	SA
PET_TIME_TOOLTIP	Durata: %d Giorni %d Ore %d Minuti
PET_TIME_TOOLTIP_INF	Durata: Infinita
PET_TIME_GUI	Durata: %d (g) %d (h) %d (m)
PET_TIME_GUI_OLD	Durata: %s / %s Ore
ALERT_REVIVE_PET	Sei sicuro che vuoi nutrire il tuo pet?
DS_SET_INFO	Attiva 6 Pietre del Drago +6 per poter usufruire dei seguenti bonus:
ASK_SEX_CHOOSE	Prima devi scegliere il sesso !
COMB_ALERT	I bonus speciali, verrano rimossi!
COMB_ALERT1	Per farlo, devi aggiungere la pergamena di trasferimento nel loro slot.
COMB_ALERT2	Prima devi aggiungere il costume da cui verrano presi i bonus.
COMB_ALERT3	Puoi trasferire solo i bonus dai costumi.
COMB_ALERT4	Puoi trasferire solo i bonus dallo stesso tipo di costumi.
COMB_ALERT5	Puoi trasferire solo i bonus dai costumi del corpo.
COMB_ALERT6	Puoi trasferire i bonus solo dallo stesso tipo di costume.
COMB_ALERT7	Il costume deve avere almeno un bonus normale!
VIEW_RENDERING	Premi |Eemoji/key_ctrl|e per l'anteprima.
DUEL_BLOCK_CHANGE_ITEM	[x] Cambia Item
DUEL_BLOCK_BUFF	[x] Buff
DUEL_BLOCK_POTION_RED	[x] Pozione Rossa
DUEL_BLOCK_HORSE_MOUNT	[x] Cavallo/Mount
DUEL_BLOCK_PET	[x] Pet
DUEL_BLOCK_POLY	[x] Poly
DUEL_BLOCK_PARTY	[x] Gruppo
DUEL_BLOCK_EXCHANGE	[x] Commercio
DUEL_TARGET_NAME	Duella con:  
DUEL_MONEY_ADD	[i] Inserisci
DUEL_MONEY_CANCEL	[i] Cancella
DUEL_MONEY_TITLE	[i] Scommetti con i soldi
DUEL_MONEY_CURRENT	Denaro reale: 
DUEL_VICTIM_ERROR	<Avviso> Non puoi farlo se non accetta o rifiuta.
DUEL_MONEY_ERROR_1	<Avviso> È possibile inserire solo un numero.
DUEL_MONEY_ERROR_2	<Avviso> Il numero inserito è minore o uguale a 0.
DUEL_MONEY_ERROR_3	<Avviso> L'importo inserito è maggiore all'importo che hai nell'inventario.
DUEL_TITLENAME	Manager visualizzazione equipaggiamento nel duello
DUEL_EQUIP_BLOCK	Bloccare
DUEL_EQUIP_UNBLOCK	Sbloccare
DUEL_TITLENAME_EQUIP	Equipaggiamento avversario:
DUEL_CHOOSE_BLOCK	Scegli cosa vuoi bloccare:
DUEL_INFO_1	Nome pg.:
DUEL_INFO_2	Nome gilda:
DUEL_INFO_3	Livello:
DUEL_INFO_4	Tempo di gioco:
DUEL_INFO_5	Vincitore della scommessa:
DUEL_INFO_6	Dettagli sull'avversario:
DUEL_LIVE_VICTIM_LEVEL	Livello:
DUEL_LIVE_VICTIM_NAME	Nome:
COMMON_SKILL_143A	Aumenta il valore d'attacco: %d%%
COMMON_SKILL_143B	Aumenta il valore d'attacco magico con: %d%%
COMMON_SKILL_144	Aumenta il del drop Yang con: %d%%
COMMON_SKILL_145	Aumenta la forza contro i mostri con: %d%%
COMMON_SKILL_146	Aumenta i punti di vita con: %d
NEW_EXCHANGE_ADDED	%s aggiunto %s.
NEW_EXCHANGE_YOU_READY	%s Sei pronto per fare il commercio.
NEW_EXCHANGE_YOU_ACCEPT	%s Accetti il commercio.
NEW_EXCHANGE_ACCEPT	%s %s accetta il commercio.
NEW_EXCHANGE_YOU_ABORT	%s Interrompi il commercio.
NEW_EXCHANGE_ABORT	%s %s interrompere il commercio.
NEW_EXCHANGE_LEVEL	Lv. %d
NEW_EXCHANGE_ALERT1	Stai dando via cose per niente in cambio,
NEW_EXCHANGE_ALERT2	e non potrai riavere indietro gli Yang o gli oggetti.
EXCHANGE_TITLE	scambi con %s
EXCHANGE_TITLE_LEVEL	scambi con %s (%d)
USE_200_ITEMS	|Eemoji/key_rclick|e + |Eemoji/key_ctrl|e Per usare l'intero stack.
INFO_INCREASE_CHAR_STAT	|Eemoji/key_lclick|e + |Eemoji/key_ctrl|e Per aumentare con 10 punti.
BATTLE_PASS_JAN20	Dicembre 2021
SKILL_COLOR_SELECT_FIRST	Scegli prima un colore.
SKILL_COLOR_PICK_TOOLTIP	Scegli il colore desiderato per %s. (HEX Code : %s)
SKILL_COLOR_PRESET_TOOLTIP_TITLE	Preset colore
SKILL_COLOR_PRESET_TOOLTIP_1	Puoi salvare un colore scelto per la tua abilità.
SKILL_COLOR_PRESET_TOOLTIP_2	Salva il colore scelto e se hai bisogno di nuovo del colore
SKILL_COLOR_PRESET_TOOLTIP_3	basta selezionare il codice colore dall'elenco.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_TITLE	Codice colore
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_1	Puoi inserire un colore personalizzato usando un codice hex.
SKILL_COLOR_CUSTOM_HEX_CODE_TOOLTIP_2	Per esempio #FFFFFF (White)
SKILL_COLOR_DO_YOU_RESET	Vuoi ripristinare il colore della tua abilità?
SKILL_COLOR_DO_YOU_CHANGE	Vuoi cambiare il colore della tua abilità?
SKILL_COLOR_SELECT_PRESET	Scegli un colore.
SKILL_COLOR_SELECT_PRESET_NONE	Nessun colore salvato.
SKILL_COLOR_CANNOT_SAVE	Non puoi salvare altri colori.
SOUL_ITEM_TOOLTIP_APPLY	L'effetto è attivato.
SOUL_ITEM_TOOLTIP_BLUE1	Tempo di gioco: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Aumentato il danno alle abilità con x%.1f per il tempo giocato
SOUL_ITEM_TOOLTIP_COMMON	Non per PvP, Trasformazione
SOUL_ITEM_TOOLTIP_RED1	Tempo di gioco: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Aumentato il danno d'attacco con x%.1f per il tempo giocato
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Attacchi rimanenti: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Lo spirito scade dentro
SOUL_ITEM_TOOLTIP_UNAPPLIED	L'effetto non è attivato'''
SOUL_REFINE_FAILURE	miglioramento fallito.
SOUL_REFINE_SUCCESS	miglioramento avvenuto con successo.
ENVANTER_KEY_NEED	Hai bisogno di altre %s chiavi.
ENVANTER_EXPANS_1	Vuoi espandere il tuo inventario con %s chiavi?
SHOP_NOT_ENOUGH_ITEM	Non hai abbastanza item per comprare l'oggetto.
SELECT_YES_GUILD	Nome della gilda: %s
EMPIRE_SELECT	Selezionare
EMPIRE_SELECT_MODE	Selezione del regno
CHARACTER_CREATE_MODE	Crea personaggio
CHARACTER_SELECT_MODE	Scegli il personaggio
CHARACTER_CREATE_MALE	Maschio
CHARACTER_CREATE_FEMALE	Femmina
CHARACTER_CREATE_APPEARANCE1	Visualizza 1
CHARACTER_CREATE_APPEARANCE2	Visualizza 2
INTRO_SELECT_LEVEL	Lv. %d
GRADE_CIANITE_EPIC	[Grado Epico]
GRADE_CIANITE_LEGG	[Grado Leggendario]
GRADE_CIANITE_ANTIC	[Grado Antico]
GRADE_CIANITE_MISTC	[Grado Mistico]
REFINE_ERROR_ADD_PERC_STONES	[Refine] Non puoi aggiungere pozione per aumentare la percentuale di successo delle pietre.
REFINE_COST_UPGRADE	[i] Costi di Miglioramento
REFINE_CURRENT_ITEM	[i] Item Corrente
REFINE_NEXT_ITEM	[i] Item Successivo
REFINE_NEED_ITEMS	[i] Item Richiesti
REFINE_PERCENTAGE_LOW	+5%
REFINE_PERCENTAGE_MEDIUM	+10%
REFINE_PERCENTAGE_EXTRA	+15%
REFINE_INCREASE_PERCENTAGE	[Extra + %d%%]
REFINE_ERROR_ITEM_VNUM	[Miglioramento] Non puoi aggiungere questo Item.
REFINE_ERROR_ITEM_COUNT	[Miglioramento] Puoi aggiungere solo 1 pozione miglioramento per tipo.
REFINE_ERROR_ITEM_OVERFLOW_PERCENTAGE	[Miglioramento] La percenturale totale attuale è del 100%.
REFINE_ERROR_ADD_PERC_STONES	[Miglioramento] Non puoi aumentare la percentuale di successo per le pozioni.
HIDE_COSTUME	Nascondi costume
SHOW_COSTUME	Mostra Costume
UI_CHANNEL_GO	Cambia
UI_CHANNEL_CLOSE	Chiudi
UI_CHANNEL_CHOOSE	Scegli CH
UI_CHANNEL_REFRESH	Refresh
UI_CHANNEL_YET_ON_THIS_CH	Sei già in questo CH.
TOOLTIP_APPLY_ATTBONUS_ELEC	Forza del lampo +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FIRE	Forza del fuoco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ICE	Forza del ghiaccio +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WIND	Forza del vento +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_EARTH	Forza della terra +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DARK	Forza dell'oscurità +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADA	Interruzione della difesa spada +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_SPADONE	Interruzione della difesa spadone +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_PUGNALE	Interruzione della difesa pugnale +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_FRECCIA	Interruzione della difesa frecce +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_VENTAGLIO	Interruzione della difesa ventaglio +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_CAMPANA	Interruzione della difesa campana +%d%%	SA
TOOLTIP_APPLY_RESIST_MEZZIUOMINI	Resistenza Mezziuomini %d%%	SA
TOOLTIP_APPLY_DEF_TALISMAN	Difesa: +%d	SA
TOOLTIP_APPLY_ATTBONUS_FORT_ZODIAC	Forte contro i mostri Zodiaco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Forte contro mostri del deserto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Forte contro gli insetti +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_IRR_ARTIGLIO	Interruzione della difesa artigli +%d%%	SA
SUPPORT_SKILL_VALUE	Valore abilità
SUPPORT_CHAR_TITLE	Support Shaman Character
LOCALIZATION_TITLE	Sistema Posizioni
LOCALIZATION_DESC_BTN_EDIT	[i] Modifica il nome della posizione
LOCALIZATION_SAVE	Salva
UPDATE_GAYA_MARKET	Vuoi aggiornare il Gaya Market?
EXPAND_GAYA	Vuoi espandere il Gaya Market?
GAYA_SYSTEM_UNIT_GAYA	Gaya
CHEQUE_SYSTEM_UNIT_YANG	Yang
TIME_MIN_SEC	%dMin:%dSec
TIME_MIN	%dMin
CANNOT_CHANGE_FIGHT_MODE	Non puoi cambiare la modalità di combattimento da questa mappa.
DEFANCE_WAWE_MAST_TEXT	Albero della nave
DEFANCE_WAWE_GAUGE_TOOLTIP	HP: 990000000 /990000000
LOCALIZATION_TELEPORT	Teleport
LOCALIZATION_EDIT	Salva
LOCALIZATION_CANCEL	Cancella
LOCALIZATION_CHANGE_NAME	Salva il nome della posizione
TARGET_INFO_DAMAGE	Danno : %s - %s
TARGET_INFO_DEFENSE	Difesa : %s
TARGET_INFO_EXP	Esperienza : %s
TARGET_INFO_MAINRACE	Razza : %s
TARGET_INFO_MAX_HP	Max. HP : %s
TARGET_INFO_NO_ITEM_TEXT	Nessun oggetto disponibile.
TARGET_INFO_NO_RACE	Vuoto
TARGET_INFO_RACE_METIN	Metin
TARGET_INFO_RACE_ANIMAL	Animali
TARGET_INFO_RACE_DARK	Oscurità
TARGET_INFO_RACE_DEVIL	Diavolo
TARGET_INFO_RACE_EARTH	Terra
TARGET_INFO_RACE_ELEC	Elettrico 
TARGET_INFO_RACE_FIRE	Fuoco
TARGET_INFO_RACE_HUMAN	Mezzi-uomini
TARGET_INFO_RACE_ICE	Ghiaccio
TARGET_INFO_RACE_MILGYO	Mistico 
TARGET_INFO_RACE_ORC	Orco
TARGET_INFO_RACE_UNDEAD	Zombie
TARGET_INFO_RACE_WIND	Vento
TARGET_INFO_STONE_NAME	Pietra fantasma
TARGET_INFO_SUBRACE	Sottospecie : %s
SWITCHBOT_TITLE	Switchbot
SWITCHBOT_START	Start
SWITCHBOT_STOP	Stop
SWITCHBOT_EMPTY_ATTR	- Empty -
SWITCHBOT_SELECT_ATTR	Seleziona attributo
SWITCHBOT_CLEAR_ATTR	Rimuovi
SWITCHBOT_CONFIGURATION_TITLE	Impostazioni salvate
SWITCHBOT_SAVE_BUTTON	Apri memoria
SWITCHBOT_SAVE	Salva
SWITCHBOT_LOAD_CONFIGURATION	Caricare
SWITCHBOT_CLEAR_CONFIGURATION	Pulire
SASH_REFINE_COST	Prezzo di assorbimento: %d
SASH_ABSORB_CHANCE	Tasso di assorbimento: %d%%
SASH_ABSORB_CHANCE2	Tasso di assorbimento: %d%% ~ %d%%
SASH_DO_YOU_CLEAN	Vuoi rimuovere tutti i bonus disponibili?
SASH_FAILURE_CLEAN	Nessun bonus può essere tolto.
SASH_DEL_SERVEITEM	La Stola 2 verrà distrutta se la combinazione fallisce.
SASH_DEL_ABSORDITEM	Assorbi l'oggetto, distruggendolo nel processo?
LOGIN_FAILURE_WRONG_VERSION	La tua versione client è obsoleta. Per favore aggiustalo!
ACCE_ABSORB_COST	Costo dell'assorbimento: %d
ACCE_ALREADY_REGISTER	Questo oggetto è stato già usato.
ACCE_DEL_ABSORDITEM	Assorbire e distruggere l'oggetto?
ACCE_DEL_SERVEITEM	Se la fusione fallisce, la stola 2 verrà distrutta.
ACCE_DEL_SERVEITEM2	Se la fusione fallisce, la stola 2 verrà distrutta.
ACCE_INITEM	Trascina gli oggetti nella finestra.
ACCE_MAXGRADE	Questa stola è già su misura.
ACCE_MAX_DRAINRATE	Tasso di assorbimento massimo
ACCE_NOTABSORBITEM	Non puoi utilizzare un'arma/armatura già assorbita.
ACCE_NOT_SEALITEM	Non si possono utilizzare oggetti legati all'anima.
ACCE_NOT_USINGITEM	Non si possono fondere oggetti che fan parte dell'equipaggiamento.
ACCE_NOT_WINDOWOPEN	Non è possibile utilizzare l'oggetto mentre la finestra della fusione è aperta.
ACCE_POSSIBLE_ACCE	Puoi utilizzare solo stole.
ACCE_POSSIBLE_ACCEITEM	Puoi estrarre bonus solo da armi e armature.
AFF_LOVE_POINT	Punto amore: %d%%
ALIGNMENT_NAME	Punti Karma:
ATTACK_ERROR_UNKNOWN	Errore d'attacco sconosciuto: %s
ATTENDANCE_REWARD_QUESTION	Vuoi ricevere la tua ricompensa?
ATTR_6TH_7TH_ADD_QUESTION1	Non si può usare l'oggetto mentre si aggiunge un bonus.
ATTR_6TH_7TH_ADD_QUESTION2	Aggiungere il bonus?
ATTR_6TH_7TH_CHANGE_FAIL	Non si può modificare il bonus.
ATTR_6TH_7TH_DESC1	a. Per aggiungere il 6° e 7° bonus devi inserire i materiali richiesti per l'oggetto.
ATTR_6TH_7TH_DESC2	b. Ogni frammento aumenta del 2% la probabilità di successo.
