NPC_SEARCH	Szukaj NPC
PET_CANNOT_FEED_CUBEOPEN	Nie mo¿esz karmiæ swojego zwierzaka przy otwartym okienku uszlachetnienia.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	Nie mo¿esz zmieniæ atrybutów zmar³ego zwierzaka.
PET_CAN_NOT_EGG_ITEM_USE	Nie mo¿esz otworzyæ inkubatora, gdy handlujesz lub masz otwarty magazyn lub prywatny sklep.
PET_CAN_NOT_FEED_SPLIT_ITEM	Nie mo¿esz wstawiæ w to okienko podzielonego przedmiotu.
PET_CAN_NOT_FEED_TYPE	W taki sposób nie mo¿esz karmiæ zwierzaka. Spróbuj inn¹ akcjê.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, musi osi¹gn¹æ poziom %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, zwierzak ten musi posiadaæ 100% doœwiadczenia.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Twój zwierzak osi¹gn¹³ ju¿ najwy¿szy etap rozwoju.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Nie mo¿esz otworzyæ prywatnego sklepu, gdy przywo³asz swojego zwierzaka.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Aby wytrenowaæ zwierzaka na nastêpny etap rozwoju, wiek zwierzaka musi wynosiæ min. %d dni.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	Nie mo¿esz przywo³aæ swojego zwierzaka, jeœli jego czas up³yn¹³.
PET_CAN_NOT_USE_BAG	Nie mo¿esz u¿yæ klatki transportowej, poniewa¿ czas trwania twojego zwierzaka dobieg³ ju¿ koñca.
PET_EMPTY_SKILL_SLOT_USE_ITEM	Zwierzak nie posiada umiejêtnoœci do resetu.
PET_HATCHING_ACCEPT	Chcesz nazwaæ swojego zwierzaka "%s"?
PET_HATCHING_MONEY	Cena: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	Nie mo¿esz dokonywaæ interakcji, gdy inkubator jest otwarty.
PET_INFORMATION_STAGE1	M³ody
PET_INFORMATION_STAGE2	Dziki
PET_INFORMATION_STAGE3	Dzielny
PET_INFORMATION_STAGE4	Heroiczny
PET_INFO_EXP	Aktualne doœwiadczenie:
PET_INFO_ITEM_EXP	Przedmiot EXP obecnie
PET_INFO_NEXT_EXP	Pozosta³e doœwiadczenie:
PET_INFO_NEXT_ITEM_EXP	Przedmiot EXP pozosta³o
PET_MSG_NOT_ENOUGH_MONEY	Nie masz wystarczaj¹cej iloœci Yang.
PET_NAME_CHANGE_ACCEPT	Czy chcesz zmieniæ nazwê swojego zwierzaka na "%s"?
PET_NAME_MIN	Podana nazwa jest za krótka.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	Nie ma zwierzaka do wskrzeszenia.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	Nie masz wystarczaj¹co materia³ów.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Umiejêtnoœci s¹ teraz dostêpne.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	Reset umiejêtnoœci twojego zwierzaka jest nieodwracalny.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	Chcesz kontynuowaæ?
PET_SKILL_LEARN_FAIL_CONDITIONS	Twój zwierzak jest za m³ody lub ma za niski poziom. Tylko bohaterskie zwierzaki mog¹ nabywaæ umiejêtnoœci.
PET_SKILL_LEARN_QUESTION_DLG_MSG	Chcesz rozpocz¹æ bohaterski trening ze zwierzakiem "%s"?
PET_SKILL_TOOLTIP_DURATION	Czas trwania: %d sekund
PET_SKILL_TOOLTIP_FEATHER	Zwierzak aktywuje bezszelestny chód z %d%% szans¹ na %.1f sek.\n Atak %d - %d	SAA
PET_SKILL_TOOLTIP_HEAL	Gdy twoje P¯ spadn¹ poni¿ej 20%%, otrzymujesz \n %d%% szansy na podwy¿szenie swoich P¯ o %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Twoja postaæ posiada %d%% szansy na nieœmiertelnoœæ,\n gdy Twoje P¯ spadn¹ poni¿ej 10%%. \n Czas trwania efektu: %.1f sek.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Natychmiastowo usuwa takie efekty jak trucizna, spowolnienie \n lub krwawienie z prawdopodobieñstwem %d%%, jeœli dotycz¹ one twojej postaci.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	Bohaterski trening - nastêpny poziom?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Koszty: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Obrona
PET_TOOLTIP_HP	P¯
PET_TOOLTIP_LEVEL	Poziom
PET_TOOLTIP_LIFETIME_OVER	Up³yn¹³
PET_TOOLTIP_SKILL_BONUS_VALUE	w bohaterskim treningu
PET_TOOLTIP_SKILL_CUR_LEVEL	Poziom: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Nastêpny poziom: %d (maks. %d)
PET_TOOLTIP_SP	PE
PET_TOOLTIP_TRADABLE	Zdatne do handlu
PET_TOOLTUP_SKILL	%s (poziom %d)
PICK_ITEM_TITLE	Numer Przedmiotu
PICK_MONEY_TITLE	Kwota
PRIVATESHOPSEARCH_ABLITY_POTION	Rosa
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Delikatne sukno
PRIVATESHOPSEARCH_ARMOR	Wyposa¿enie
PRIVATESHOPSEARCH_ARROW	Strza³y
PRIVATESHOPSEARCH_BELL	Dzwony
PRIVATESHOPSEARCH_BELT	Pasy
PRIVATESHOPSEARCH_BLEND	Mikstury
PRIVATESHOPSEARCH_BLOOD_PEARL	Krwawa Per³a
PRIVATESHOPSEARCH_BLUE_PEARL	Niebieska Per³a
PRIVATESHOPSEARCH_BODY	Zbroje
PRIVATESHOPSEARCH_BOW	£uki
PRIVATESHOPSEARCH_BUYTIME	Chcesz kupiæ wybrany przedmiot?
PRIVATESHOPSEARCH_CLAW	Szpony
PRIVATESHOPSEARCH_CLEAR_POTION	Eliksiry
PRIVATESHOPSEARCH_COSTUME	Kostiumy
PRIVATESHOPSEARCH_COSTUMEBODY	Kostium
PRIVATESHOPSEARCH_COSTUMEHAIR	Fryzura
PRIVATESHOPSEARCH_COSTUME_ACCE	Szarfy
PRIVATESHOPSEARCH_COSTUME_MOUNT	Wierzchowiec
PRIVATESHOPSEARCH_CRYSTAL	Kryszta³
PRIVATESHOPSEARCH_DAGGER	Sztylety
PRIVATESHOPSEARCH_DEAD	martwe
PRIVATESHOPSEARCH_DETACHMENT	Ksiêga obróbki kamienia
PRIVATESHOPSEARCH_DIAMOND	Diament
PRIVATESHOPSEARCH_DS	Alchemia smoczych kamieni
PRIVATESHOPSEARCH_DS_BLACK	Onyks
PRIVATESHOPSEARCH_DS_BLUE	Szafir
PRIVATESHOPSEARCH_DS_GREEN	Jadeit
PRIVATESHOPSEARCH_DS_RED	Rubin
PRIVATESHOPSEARCH_DS_WHITE	Diament
PRIVATESHOPSEARCH_DS_YELLOW	Granat
PRIVATESHOPSEARCH_EAR	Kolczyki
PRIVATESHOPSEARCH_FAN	Wachlarze
PRIVATESHOPSEARCH_FISH	Ryby
PRIVATESHOPSEARCH_FOOTS	Buty
PRIVATESHOPSEARCH_GEM	Klejnoty
PRIVATESHOPSEARCH_GIFTBOX	Pud³a z prezentami
PRIVATESHOPSEARCH_HEAD	He³my
PRIVATESHOPSEARCH_LIVE	¿ywe
PRIVATESHOPSEARCH_MATERIAL	Materia³y
PRIVATESHOPSEARCH_METIN	Kamienie Duszy
PRIVATESHOPSEARCH_NECK	Naszyjniki
PRIVATESHOPSEARCH_NEED_ITEM_BUY	Nie mo¿esz kupiæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	Nie mo¿esz szukaæ bez odpowiedniego przedmiotu.
PRIVATESHOPSEARCH_NODELAY_POTION	Przedmioty P¯
PRIVATESHOPSEARCH_ORE	Ruda
PRIVATESHOPSEARCH_PET	System zwierzaków
PRIVATESHOPSEARCH_PETAGG	Jaja zwierzaków
PRIVATESHOPSEARCH_PETSKILLBOOK	Ksiêgi Zwierza
PRIVATESHOPSEARCH_PICK	Kilofy
PRIVATESHOPSEARCH_POTION	Mikstury
PRIVATESHOPSEARCH_QUEST	Misja
PRIVATESHOPSEARCH_QUIVER	Ko³czany
PRIVATESHOPSEARCH_RESOURCE	Ulepszanie przedmiotów
PRIVATESHOPSEARCH_ROD	£owienie
PRIVATESHOPSEARCH_SELECTITEM	Wybrano przedmiot
PRIVATESHOPSEARCH_SHIELD	Tarcze
PRIVATESHOPSEARCH_SKILLBOOK	Ksiêgi umiejêtnoœci
PRIVATESHOPSEARCH_SKILLFORGET	Ksiêga zapomnienia
PRIVATESHOPSEARCH_SPECIAL	Inne
PRIVATESHOPSEARCH_STONE	Od³amek Energii
PRIVATESHOPSEARCH_SWORD	Miecze jednorêczne
PRIVATESHOPSEARCH_TREASUREBOX	Skrzynie
PRIVATESHOPSEARCH_TUNING	Zwoje
PRIVATESHOPSEARCH_TWOSWORD	Miecze oburêczne
PRIVATESHOPSEARCH_UNIQUE	Unikat
PRIVATESHOPSEARCH_USEITEM	Towary u¿ytkowe
PRIVATESHOPSEARCH_USESPECIAL	Inne
PRIVATESHOPSEARCH_WEAPON	Broñ
PRIVATESHOPSEARCH_WHITE_PEARL	Bia³a Per³a
PRIVATESHOPSEARCH_WRIST	Bransolety
PRIVATE_SHOP_CANNOT_SELL_ITEM	Nie mo¿esz sprzedaæ tego przedmiotu w prywatnym sklepie.
PRIVATE_SHOP_CLOSE_QUESTION	Czy chcesz zamkn¹æ prywatny sklep?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Wpisz nazwê swojego Sklepu.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Cena
PVP_LEVEL0	Rycerski
PVP_LEVEL1	Szlachetny
PVP_LEVEL2	Dobry
PVP_LEVEL3	Przyjazny
PVP_LEVEL4	Neutralny
PVP_LEVEL5	Agresywny
PVP_LEVEL6	Nieuczciwy
PVP_LEVEL7	Z³oœliwy
PVP_LEVEL8	Okrutny
PVP_MODE_GUILD	PvP - gildia aktywowana
PVP_MODE_KILL	PvP - tryb wolny aktywowany
PVP_MODE_NORMAL	PvP - tryb pokojowy aktywowany.
PVP_MODE_PROTECT	Aktywowano ochronê przed PvP
PVP_MODE_REVENGE	PvP - tryb wrogi aktywowany
PVP_OPTION_KILL	Wolny
PVP_OPTION_NORMAL	Pokojowy
PVP_OPTION_PROTECT	Ochrona
PVP_OPTION_REVENGE	Wrogi
PVP_TOURNAMENT_DO_NOT_AUTO	Podczas turnieju PvP nie mo¿na korzystaæ z funkcji automatycznego ataku.
QUEST_APPEND	Otrzymano Now¹ Misjê.
QUEST_HOUR	godz.
QUEST_MIN	Min.
QUEST_SEC	Sek.
QUEST_TIMEOVER	Koniec czasu
QUEST_UNLIMITED_TIME	Brak limitu czasowego.
QUEST_ZEROSEC	0 Sek.
QUICKSLOT_REGISTER_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ dodany do Szybkiego Pola Dostêpu.
RANKING	Ranga
RANKING_BOARD_MEMBER	Cz³onkowie
RECEIVE_MESSAGE	%s wys³a³ Ci wiadomoœæ.
REFINE_COST	Cena za Ulepszenie: %d Yang
REFINE_DESTROY_WARNING	Ten przedmiot mo¿e zostaæ zniszczony podczas uszlachetnienia.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	Czy na pewno chcesz ulepszyæ przedmiot?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Przy niepowodzeniu twój przedmiot zostanie zniszczony. Czy chcesz kontynuowaæ?
REFINE_DOWN_GRADE_WARNING	Przedmiot mo¿e zostaæ zdegradowany w ten sposób.
REFINE_DO_YOU_SEPARATE_METIN	Czy chcesz usun¹æ wszystkie Kamienie Duszy?
REFINE_ELEMENT_CHANGE_TEXT	%s posiada teraz ¿ywio³: %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Zosta³ zmniejszony poziom zaczarowania ¿ywio³u.
REFINE_ELEMENT_EXIST	Przedmiot posiada ju¿ inny ¿ywio³.
REFINE_ELEMENT_GRADE_MAX	Maksymalny poziom zaczarowania ¿ywio³u zosta³ ju¿ osi¹gniêty.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	Zaczarowanie ¿ywio³u jest dostêpne tylko dla broni +7 lub wy¿szej.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	Za ma³o Yang.
REFINE_ELEMENT_NOT_EXSIT	Nie mo¿na u¿ywaæ z tym przedmiotem.
REFINE_ELEMENT_TEXT_DARK	Mrok +%d
REFINE_ELEMENT_TEXT_EARTH	Ziemia +%d
REFINE_ELEMENT_TEXT_ELECT	B³yskawica +%d
REFINE_ELEMENT_TEXT_FIRE	Ogieñ +%d
REFINE_ELEMENT_TEXT_ICE	Lód +%d
REFINE_ELEMENT_TEXT_WIND	Wiatr +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	Zaczarowanie ¿ywio³u nie powiod³a siê!
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	Zaczarowanie ¿ywio³u powiod³o siê!
REFINE_FAILURE	Oj, nie uda³o siê. Zawiedliœmy.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s nie mo¿e zostaæ uwzglêdniony w tym Przedmiocie.
REFINE_FAILURE_DEL_ITEM	Uszlachetnienie nie powiod³o siê. Przedmiot zosta³ zniszczony.
REFINE_FAILURE_EQUIP_ITEM	Nie mo¿esz ulepszaæ za³o¿onych przedmiotów.
REFINE_FAILURE_GRADE_DOWN	Uszlachetnienie nie powiod³o siê. Stopieñ przedmiotu zosta³ obni¿ony.
REFINE_FAILURE_KEEP_GRADE	Uszlachetnienie nie powiod³o siê.\nNa szczêœcie twój przedmiot zosta³ zachowany.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	¯aden Kamieñ Duszy nie mo¿e zostaæ wyjêty.
REFINE_FAILURE_NEED_BETTER_SCROLL	Potrzebujesz lepszego Zwoju.
REFINE_FAILURE_NO_GOLD_SOCKET	Nie ma Z³otej Kieszeni by uwzglêdniæ %s .
REFINE_FAILURE_NO_MORE_SOCKET	Nie mo¿esz zrobiæ wiêcej Kieszeni.
REFINE_FAILURE_NO_SOCKET0	Nie ma slotu, w którym mo¿na umieœciæ %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Nie mo¿esz zrobiæ ¿adnych Kieszeni w tym Przedmiocie.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Ten Przedmiot nie mo¿e zostaæ ulepszony.
REFINE_SUCCESS	Przedmiot zosta³ ulepszony.
REFINE_SUCCESS_PROBALITY	Szansa na Ulepszenie %d%%
REFINE_WARNING2	Czy chcesz kontynuowaæ?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Poleg³eœ w Bitwie Piêciu Relikwiarzy.\n Teraz wracasz do wioski.
REVIVE_QUESTION	Chcesz wskrzesiæ: %s? Liczba Pryzmatów O¿ywienia: %d szt.
REVIVE_SELF_QUESTION	Chcesz dokonaæ wskrzeszenia? Liczba Pryzmatów O¿ywienia: %d szt.
ROULETTE_REWARD_TEXT	Otrzymano przedmiot
SAFEBOX_ERROR	Wprowadzi³eœ z³e has³o.
SAFEBOX_NEED_CHANGE_PASSWORD	Twoje has³o wygas³o.\nWybierz nowe.
SAFEBOX_SELL_DISABLE_SAFEITEM	Nie mo¿esz sprzedaæ ¿adnego z zachowanych Przedmiotów.
SAFEBOX_UNAVILABLE_PASSWORD_01	Nie mo¿esz u¿yæ tego has³a.
SAFEBOX_UNAVILABLE_PASSWORD_02	Twoje has³o musi siê sk³adaæ co najmniej z %d znaków.
SAFEBOX_UNAVILABLE_PASSWORD_03	Poda³eœ/aœ swoje obecne has³o. Wybierz nowe has³o.
SAFEBOX_UNAVILABLE_PASSWORD_04	Twoje has³o nie mo¿e zawieraæ %d takich samych lub nastêpuj¹cych po sobie cyfr.
SAFEBOX_UNAVILABLE_PASSWORD_05	Znaki specjalne s¹ niedozwolone. Dozwolone znaki: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Has³a musz¹ byæ identyczne.
SCREENSHOT_SAVE1	jest zapisany w
SCREENSHOT_SAVE2	Plik ze zrzutem obrazu
SCREENSHOT_SAVE_FAILURE	Niepomyœlny zapis zrzutu obrazu.
SECOND	Sek
SECOND_CONFIRM_PET_FEED_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Czy na pewno chcesz nakarmiæ nim swojego zwierzaka?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Twój przedmiot posiada %d lub wiêcej bonusów.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Czy na pewno chcesz go sprzedaæ?
SELECT_ATTR_NOTICE	Nie mo¿esz otworzyæ prywatnego sklepu, gdy u¿ywasz Zaczarowanie przedmiotu+.
SELECT_ATTR_NOT_OPEN	Nie mo¿esz u¿yæ Zaczarowanie przedmiotu+, gdy masz otwarty prywatny sklep.
SELECT_ATTR_NOT_SELECT	Zdecyduj, czy chcesz zachowaæ czy wymieniæ bonusy.
SELECT_CAN_NOT_DELETE	Nie mo¿esz usun¹æ postaci.
SELECT_CAN_NOT_DELETE_ATTR67	Nie mo¿esz usun¹æ swojej postaci,\n gdy trwa dodawanie bonusu.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Nie mo¿esz usun¹æ swojej postaci, dopóki ona jest cz³onkiem gildii.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Nie mo¿esz usun¹æ swojej postaci, poniewa¿ posiada ona przedmiot przywi¹zany do duszy.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Nie mo¿esz usun¹æ swojej jedynej postaci, poniewa¿ w twoim magazynie znajduj¹ siê jeszcze przedmioty.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Mo¿esz usun¹æ swoj¹ postaæ tylko do maksymalnie poziomu 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Nie mo¿esz usun¹æ postaci, która jest w zwi¹zku ma³¿eñskim.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	Kod do usuniêcia by³ niepoprawny.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Nie mo¿esz usun¹æ tej postaci bezpoœrednio po jej stworzeniu. Czas oczekiwania: %s
SELECT_CHANGED_NAME	Zmieni³eœ nazwê postaci.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	Ta nazwa postaci ju¿ istnieje.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Spróbuj ponownie.
SELECT_CHANGE_FAILURE_STRANGE_NAME	To jest nieprawid³owa nazwa postaci.
SELECT_CHANGE_NAME_TITLE	Zmieñ nazwê postaci.
SELECT_DELEING	Rozpoczêcie usuwania...
SELECT_DELETED	Usuwanie pomyœlne.
SELECT_DO_YOU_DELETE_REALLY	Czy chcesz kontynuowaæ?
SELECT_EMPTY_SLOT	To jest wolne pole.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	WprowadŸ now¹ nazwê postaci.
SELECT_NOT_JOIN_GUILD	Brak Gildii
SERVER_NOTIFY_CLOSED	Zamkniêty serwer: prawo wstêpu maj¹ tylko konta utworzone przed zamkniêciem serwera.
SERVER_STATUS_CLOSE	ZAMKNIÊTY
SERVER_STATUS_NEW	NOWOŒÆ
SERVER_STATUS_SPECIAL	SPECYJALNY
SHOP_BUY_INFO	Wybierz z wystawy przedmiot, który chcesz kupiæ.
SHOP_CANNOT_SELL_EQUIPMENT	Nie mo¿esz sprzedawaæ ubranych przedmiotów.
SHOP_CANNOT_SELL_ITEM	Ten Przedmiot nie mo¿e zostaæ sprzedany.
SHOP_ERROR_UNKNOWN	Nieznany B³¹d Sklepu: %s
SHOP_EXCEED_LIMIT_TODAY	Przekroczy³eœ ju¿ swój limit dzienny na u¿ycie punktów.
SHOP_INVALID_POS	Ten Przedmiot nie mo¿e zostaæ tu u¿yty.
SHOP_INVENTORY_FULL	Nie ma miejsca w ekwipunku.
SHOP_LIMITED_DATA_LOADING	Aktualnie trwa wczytywanie danych. Spróbuj ponownie póŸniej.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Pozosta³e przedmioty: %d
SHOP_LIMITED_PURCHASE_OVER	Wyprzedano
SHOP_LIMIT_TODAY	Limit dzienny: %d / %d
SHOP_MY_BATTLE_POINT	Punkty walki: %d
SHOP_MY_MEDAL_OF_HONOR	Medal Mêstwa: %d
SHOP_NOT_ENOUGH_10TH_COIN	Masz za ma³o monet jubileuszowych.
SHOP_NOT_ENOUGH_BATTLE_POINT	Masz za ma³o punktów walki.
SHOP_NOT_ENOUGH_BNW	Masz za ma³o monet proroka.
SHOP_NOT_ENOUGH_GUILD_LEVEL	Poziom gildii jest za niski.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Za ma³o Medali Mêstwa.
SHOP_NOT_ENOUGH_MONEY	Niewystarczaj¹ca iloœæ Yang
SHOP_NOT_ENOUGH_MONEY_EX	Nie posiadasz wystarczaj¹co Yang.
SHOP_SELL_INFO	Wybierz w oknie ekwipunku przedmiot, który chcesz sprzedaæ.
SHOP_SOLDOUT	Wyprzedany
SHOT_ERROR_UNKNOWN	Nieznany b³¹d podczas ataku z dystansu: %s
SKILL_BLEEDING	Krwawienie
SKILL_BOHO	Odbicie
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Potrzebujesz DOŒ do nauki tej Umiejêtnoœci.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Potrzebujesz Ksiêgi do nauki tej Umiejêtnoœci.
SKILL_CHEONGEUN	Silne Cia³o
SKILL_CRITICAL	Cios Krytyczny
SKILL_ENCHANT_POISON	Dodaj Truciznê
SKILL_EUNHYEONG	Krycie Siê
SKILL_FAINT	Omdlenie
SKILL_FIND_TRAP	Szukaj Pu³apki
SKILL_FIRE	Podpalenie
SKILL_FISHMIND	Kula rybaka jest aktywna
SKILL_GAMJI	Z³ap
SKILL_GEOMGYEONG	Aura Miecza
SKILL_GICHEON	Pomoc Smoka
SKILL_GIGONG	Rotacja Chi
SKILL_GONGPO	Strach
SKILL_GRADE_NAME_GRAND_MASTER	%s Wielki Mistrz
SKILL_GRADE_NAME_MASTER	%s Mistrz
SKILL_GRADE_NAME_PERFECT_MASTER	%s Perfekcyjny Mistrz
SKILL_GROUP_ASSASSIN_1	Ostrze
SKILL_GROUP_ASSASSIN_2	£uk
SKILL_GROUP_HORSE	Jazda
SKILL_GROUP_SHAMAN_1	Smok
SKILL_GROUP_SHAMAN_2	Leczenie
SKILL_GROUP_SURA_1	Broñ
SKILL_GROUP_SURA_2	Magia
SKILL_GROUP_WARRIOR_1	Cia³o
SKILL_GROUP_WARRIOR_2	Umys³
SKILL_GWIGEOM	Czarowane Ostrze
SKILL_GYEONGGONG	Bezszelestny Chód
SKILL_HEUKSIN	Mroczna Ochrona
SKILL_HOSIN	B³ogos³awieñstwo
SKILL_INC_ATKSPD	Zwiêkszona Szybkoœæ Ataku
SKILL_INC_MOVSPD	Zwiêkszona Szybkoœæ Ruchu
SKILL_JEOJU	Kl¹twa
SKILL_JEONGEOP	Leczenie
SKILL_JEONGWI	Berserk
SKILL_JEONSINBANGEO	Ca³kowita Obrona
SKILL_JEONSINGONGGYEOK	Ca³kowity Atak
SKILL_JEUNGRYEOK	Atak +
SKILL_JEUNGSOK	Szybkoœæ +
SKILL_JUMAGAP	Czarowana Zbroja
SKILL_KWAESOK	Szybkoœæ
SKILL_MUYEONG	Ognisty Duch
SKILL_NEED_EMPTY_BOTTLE	Nie mam Pustej Butelki.
SKILL_NEED_POISON_BOTTLE	Nie mam Butelki z Trucizn¹
SKILL_ONLY_FOR_GUILD_WAR	Mo¿esz u¿ywaæ tej Umiejêtnoœci tylko podczas Wojny Gildii.
SKILL_PABEOP	Rozproszenie Magii
SKILL_POWERFUL_STRIKE	Atak Osza³amiaj¹cy
SKILL_SEOMGWANG	Bomba B³yskawic
SKILL_SLEEP	Uœpienie
SKILL_SLOW	Spowolnienie
SKILL_STUN	Og³uszenie
SKILL_SUHO	Stra¿nik
SKILL_SUMMON_DESCRIPTION	Szansa na Przywo³anie: %d%%
SKILL_TOOLTIP_INT	Inteligencja
SKILL_TOOLTIP_LEVEL	Poziom
SKILL_TOXICDIE	Otrucie
SKILL_TOXICPOWER	Zwiêkszona Wartoœæ Ataku Trucizn¹
SKILL_TUSOK	Uderzenie Ducha
SOUL_ITEM_TOOLTIP_APPLY	Aktywowano efekt
SOUL_ITEM_TOOLTIP_BLUE1	Czas gry:%d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	Po osi¹gniêciu czasu gry obra¿enia umiejêtnoœci wzrastaj¹ o x%.1f
SOUL_ITEM_TOOLTIP_COMMON	Nie dotyczy: PvP, polimorfia
SOUL_ITEM_TOOLTIP_RED1	Czas gry:%d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Po osi¹gniêciu czasu gry obra¿enia ataku wzrastaj¹ o x%.1f
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Pozosta³e ataki: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Dusza wygaœnie za
SOUL_ITEM_TOOLTIP_UNAPPLIED	Nie aktywowano efektu
SOUL_REFINE_FAILURE	Rozwój nie powiód³ siê.
SOUL_REFINE_SUCCESS	Rozwój zakoñczy³ siê powodzeniem!
STAT_MINUS_CON	Dostosowanie Witalnoœci (Pozosta³a szansa: %d)
STAT_MINUS_DEX	Dostosowanie Zrêcznoœci (Pozosta³a Szansa: %d)
STAT_MINUS_INT	Dostosowanie Inteligencji (Pozosta³¹ szansa: %d)
STAT_MINUS_STR	Dostosowanie Si³y (Pozosta³¹ szansa: %d)
STAT_TOOLTIP_CON	Podwy¿sza P¯ i Obronê
STAT_TOOLTIP_DEX	Podwy¿sza atak i uniki
STAT_TOOLTIP_INT	Podwy¿sza PE, atak magiczny i obronê.
STAT_TOOLTIP_STR	Podwy¿sza Wartoœæ Ataku i Uszkodzeñ
STAT_TOOLTIP_ACTION	Akcje
STAT_TOOLTIP_ATT	Si³a ataku
STAT_TOOLTIP_ATT_SPEED	Szybkoœæ ataku
STAT_TOOLTIP_BASE_LEVEL	Poziom
STAT_TOOLTIP_CAST_SPEED	Szybkoœæ zaklêcia
STAT_TOOLTIP_CON	Podwy¿sza P¯ i Obronê
STAT_TOOLTIP_CONQUEROR_LEVEL	Poziom czempiona
STAT_TOOLTIP_DEF	Obrona
STAT_TOOLTIP_DEX	Podwy¿sza atak i uniki
STAT_TOOLTIP_DODGE_PER	Szansa na unikniêcie strza³y
STAT_TOOLTIP_EXP	PD
STAT_TOOLTIP_HP	P¯
STAT_TOOLTIP_IMG_CON	WIT: podwy¿sza P¯ i obronê
STAT_TOOLTIP_IMG_DEX	ZRÊ: podwy¿sza atak i uniki
STAT_TOOLTIP_IMG_INT	INT: podwy¿sza PE, atak magiczny i obronê
STAT_TOOLTIP_IMG_STR	SI£A: podwy¿sza si³ê ataku i obra¿eñ
STAT_TOOLTIP_INT	Podwy¿sza PE, atak magiczny i obronê.
STAT_TOOLTIP_LEVEL	Poziom
STAT_TOOLTIP_MAG_ATT	Si³a magicznego ataku
STAT_TOOLTIP_MAG_DEF	Magiczna obrona
STAT_TOOLTIP_MOVE_SPEED	Szybkoœæ ruchu
