NPC_SEARCH	Npc keresés
DETAILS_29	Föld ellenállás
DETAILS_3	Orkok elleni erõ
DETAILS_30	Villám ereje
DETAILS_31	Jég ereje
DETAILS_32	Sötétség ereje
DETAILS_33	Tûz ereje
DETAILS_34	Szél ereje
DETAILS_35	Föld ereje
DETAILS_36	Harcosok elleni erõ
DETAILS_37	Nindzsák elleni erõ
DETAILS_38	Surák elleni erõ
DETAILS_39	Sámánok elleni erõ
DETAILS_4	Élõholtak elleni erõ
DETAILS_40	Vérfarkasok ell. erõ
DETAILS_41	Harcos védelem
DETAILS_42	Nindzsa védelem
DETAILS_43	Sura védelem
DETAILS_44	Sámán védelem
DETAILS_45	Vérfarkas védelem
DETAILS_46	Kard védelem
DETAILS_47	Kétkezes védelem
DETAILS_48	Tõr védelem
DETAILS_49	Karom védelem
DETAILS_5	Szörnyek elleni erõ
DETAILS_50	Harang védelem
DETAILS_51	Legyezõ védelem
DETAILS_52	Nyíl védelem
DETAILS_53	Ájulási esély
DETAILS_54	Lassítás esélye
DETAILS_55	Mérgezés esélye
DETAILS_56	Méreg ellenállás
DETAILS_57	Vérzõ támadás
DETAILS_58	Vérzõ t. ellenállás
DETAILS_6	Zod. szörnyek e. erõ
DETAILS_7	Állatok elleni erõ
DETAILS_76	Mágia ellenállás
DETAILS_77	Ellenmágia
DETAILS_8	Ezot. elleni erõ
DETAILS_9	Ördögök elleni erõ
DETAILS_ATTBONUS_BELL	Harang v. áttörés
DETAILS_ATTBONUS_BOW	Nyíl v. áttörés
DETAILS_ATTBONUS_CLAW	Karom v. áttörés
DETAILS_ATTBONUS_DAGGER	Tõr v. áttörés
DETAILS_ATTBONUS_FAN	Legyezõ v. áttörés
DETAILS_ATTBONUS_SWORD	Kard v. áttörés
DETAILS_ATTBONUS_TWOHAND	Kétkezes v. áttörés
DETAILS_RESIST_MOUNT_FALL	Esés ellenállás
DETAILS_TITLE	Részletek
DETAILS_TOOLTIP_1	Nagyobb sebzést okozol a félember típusú ellenfeleknek.
DETAILS_TOOLTIP_10	Sivatagi szörnyek elleni erõ: Nagyobb sebzést okozol a sivatagi szörnyeknek.
DETAILS_TOOLTIP_11	Rovarok elleni erõ: Nagyobb sebzést okozol a rovaroknak.
DETAILS_TOOLTIP_12	Megnöveli támadóértéked.
DETAILS_TOOLTIP_13	Megnöveli védelmi értéked.
DETAILS_TOOLTIP_14	Növeli az átlagos károkat, amit az ellenségeidnek okozol támadáskor.
DETAILS_TOOLTIP_15	Csökkenti a támadásban elszenvedett sebzéseidet.
DETAILS_TOOLTIP_16	Megnöveli a készségek által okozott sebzést.
DETAILS_TOOLTIP_17	Csökkenti a készségek által elszenvedett sebzéseidet.
DETAILS_TOOLTIP_18	Növeli a fizikai és mágikus támadó értékedet is.
DETAILS_TOOLTIP_19	Növeli a mágikus támadásokkal okozott sebzésed.
DETAILS_TOOLTIP_2	Félemberek elleni védelem: Csökkenti a félember típusú ellenfelek által okozott sebzést.
DETAILS_TOOLTIP_20	Növeli a kritikus találat bevitelének esélyét.
DETAILS_TOOLTIP_21	Növeli az átható találat bevitelének esélyét.
DETAILS_TOOLTIP_24	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_25	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_26	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_27	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_28	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_29	Csökkenti bizonyos szörnyek által okozott sebzést.
DETAILS_TOOLTIP_3	Orkok elleni erõ: Nagyobb sebzést okozol az orkoknak.
DETAILS_TOOLTIP_30	Növeli a sebzést, amit a villám erejével okozol.
DETAILS_TOOLTIP_31	Növeli a sebzést, amit a jég erejével okozol.
DETAILS_TOOLTIP_32	Növeli a sebzést, amit a sötétség erejével okozol.
DETAILS_TOOLTIP_33	Növeli a sebzést, amit a tûz erejével okozol.
DETAILS_TOOLTIP_34	Növeli a sebzést, amit a szél erejével okozol.
DETAILS_TOOLTIP_35	Növeli a sebzést, amit a föld erejével okozol.
DETAILS_TOOLTIP_36	Harcosok elleni erõ: Nagyobb sebzést okozol a harcosoknak.
DETAILS_TOOLTIP_37	Nindzsák elleni erõ: Nagyobb sebzést okozol a nindzsáknak.
DETAILS_TOOLTIP_38	Surák elleni erõ: Nagyobb sebzést okozol a suráknak.
DETAILS_TOOLTIP_39	Sámánok elleni erõ: Nagyobb sebzést okozol a sámánoknak.
DETAILS_TOOLTIP_4	Élõholtak elleni erõ: Nagyobb sebzést okozol az élõholtaknak.
DETAILS_TOOLTIP_40	Vérfarkasok elleni erõ: Nagyobb sebzést okozol a vérfarkasoknak.
DETAILS_TOOLTIP_41	Védekezési esély harcos támadás ellen: Csökkenti a harcosok által neked okozott sebzést.
DETAILS_TOOLTIP_42	Védekezési esély nindzsa támadás ellen: Csökkenti a nindzsák által neked okozott sebzést.
DETAILS_TOOLTIP_43	Védekezési esély sura támadás ellen: Csökkenti a surák által neked okozott sebzést.
DETAILS_TOOLTIP_44	Védekezési esély sámán támadás ellen: Csökkenti a sámánok által neked okozott sebzést.
DETAILS_TOOLTIP_45	Védekezési esély vérfarkas támadás ellen: Csökkenti a vérfarkasok által neked okozott sebzést.
DETAILS_TOOLTIP_46	Csökkenti a kardok által okozott sérüléseket.
DETAILS_TOOLTIP_47	Csökkenti a kétkezes fegyverek által okozott sérüléseket.
DETAILS_TOOLTIP_48	Csökkenti a tõrök által okozott sérüléseket.
DETAILS_TOOLTIP_49	Csökkenti a karmok által okozott sérüléseket.
DETAILS_TOOLTIP_5	Nagyobb sebzést okozol a szörnyeknek.
DETAILS_TOOLTIP_50	Csökkenti a harangok által okozott sérüléseket.
DETAILS_TOOLTIP_51	Csökkenti a legyezõk által okozott sérüléseket.
DETAILS_TOOLTIP_52	Csökkenti az íjak és nyilak által okozott sérüléseket.
DETAILS_TOOLTIP_53	Növeli az esélyt az ellenfelek kiütésére.
DETAILS_TOOLTIP_54	Növeli az esélyt az ellenfél lelassítására.
DETAILS_TOOLTIP_55	Növeli az esélyt az ellenfél megmérgezésére.
DETAILS_TOOLTIP_56	Csökkenti a méreg által okozott sebzést.
DETAILS_TOOLTIP_57	Növeli az esélyt vérzõ támadás bevitelére.
DETAILS_TOOLTIP_58	Vérzõ támadás ellenállás: Csökkenti a vérzõ támadás által okozott sebzést.
DETAILS_TOOLTIP_59	Elszívja az ellenfeled TP-jét, amikor eltalálod.
DETAILS_TOOLTIP_6	Zodiákus szörnyek elleni erõ: Nagyobb sebzést okozol a Zodiákus szörnyeknek.
DETAILS_TOOLTIP_60	Elszívja az ellenfeled MP-jét, amikor eltalálod.
DETAILS_TOOLTIP_61	Növeli az életerõ pontjaid helyreállítását.
DETAILS_TOOLTIP_62	Növeli a mana pontjaid helyreállítását.
DETAILS_TOOLTIP_63	Esély közelharci támadás kivédésre: Növeli az esélyt közelharci támadás kivédésére.
DETAILS_TOOLTIP_64	Növeli az esélyt nyilak és szörnyek általi távolsági támadások elkerülésére.
DETAILS_TOOLTIP_65	Esély közelharci találatok visszaverésére: Az ellenfél közelharci támadásainak egy része visszaverõdik rá.
DETAILS_TOOLTIP_66	Az életerõ pontjaid növekednek, amikor megölsz egy ellenséget.
DETAILS_TOOLTIP_67	A mana pontjaid növekednek, amikor megölsz egy ellenséget.
DETAILS_TOOLTIP_68	Esély dupla tapasztalati pont szerzésére: Növeli az EXP bónusz esélyét, amikor legyõzöl egy ellenfelet.
DETAILS_TOOLTIP_69	Esély dupla mennyiségû Yang eldobására: Növeli az esélyét, hogy kétszer annyi Yangot kapj.
DETAILS_TOOLTIP_7	Nagyobb sebzést okozol a vadállatoknak.
DETAILS_TOOLTIP_70	Esély tárgy dobásra: Növeli az esélyét, hogy kétszer annyi tárgyat zsákmányolj.
DETAILS_TOOLTIP_76	Csökkenti a mágikus támadásoktól elszenvedett sebzést.
DETAILS_TOOLTIP_77	Csökkenti az ellenfeled mágia ellenállását.
DETAILS_TOOLTIP_8	Nagyobb sebzést okozol az ezoterikusoknak.
DETAILS_TOOLTIP_9	Nagyobb sebzést okozol az ördögöknek.
DETAILS_TOOLTIP_ATTBONUS_BELL	Harang védelem áttörés: Csökkenti ellenfeled harang védelmét.
DETAILS_TOOLTIP_ATTBONUS_BOW	Nyíl védelem áttörés: Csökkenti ellenfeled nyíl védelmét.
DETAILS_TOOLTIP_ATTBONUS_CLAW	Karom védelem áttörés: Csökkenti ellenfeled karom védelmét.
DETAILS_TOOLTIP_ATTBONUS_DAGGER	Tõr védelem áttörés: Csökkenti ellenfeled tõr védelmét.
DETAILS_TOOLTIP_ATTBONUS_FAN	Legyezõ védelem áttörés: Csökkenti ellenfeled legyezõ védelmét.
DETAILS_TOOLTIP_ATTBONUS_SWORD	Kard védelem áttörés: Csökkenti ellenfeled kard védelmét.
DETAILS_TOOLTIP_ATTBONUS_TWOHAND	Kétkezes védelem áttörés: Csökkenti ellenfeled kétkezes védelmét.
DETAILS_TOOLTIP_RESIST_MOUNT_FALL	Esés ellenállás: Csökkenti az esélyét, hogy leess a hátasodról.
DONT_USE_ITEM_WHEN_SHOW_CONFIRM	Nem mozgathatsz tárgyakat, amikor egy kérelem folyamatban van.
DO_NOT_INSERT_UPBRINGING_PET	Az elõhívott házikedvenc nem választható ki.
DO_YOU_BUY_ITEM1	Szeretnél %s-t vásárolni %s?
DO_YOU_BUY_ITEM2	Szeretnél %s-t (%s darabot) vásárolni %s?
DO_YOU_BUY_ITEM3	Szeretnél vásárolni %s-t %s Yangért?
DO_YOU_BUY_ITEM4	Szeretnél vásárolni %s-t (%s darabot) %s Yangért?
DO_YOU_DROP_MONEY	Szeretnél %d Yangot eldobni?
DO_YOU_SELL_ITEM1	Szeretnél %s-t %s eladni?
DO_YOU_SELL_ITEM2	Szeretnél %s-t (%s darabot) %s eladni?
DRAGON_SOUL_CANNOT_REFINE	Ezt a Sárkánykövet nem lehet finomítani.
DRAGON_SOUL_CANNOT_REFINE_MORE	Ez a Sárkánykõ már elérte a legmagasabb szintet.
DRAGON_SOUL_EQUIP_WARNING1	Nehéz eltávolítani a Sárkánykövet, ha már egyszer csatolva lett.
DRAGON_SOUL_EQUIP_WARNING2	Még mindig folytatni szeretnéd?
DRAGON_SOUL_EXPIRED	Lejárt Sárkánykõ
DRAGON_SOUL_INVALID_DRAGON_SOUL	Itt a rossz Sárkánykõ.
DRAGON_SOUL_IS_NOT_DRAGON_SOUL	Ez nem Sárkánykõ.
DRAGON_SOUL_NOT_DRAGON_SOUL_REFINE_STONE	Ez nem a megfelelõ Sárkánykõ.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL	Nincs elegendõ anyagod a nemesítéshez.
DRAGON_SOUL_NOT_ENOUGH_MATERIAL2	A %s\nigényel: %s %dx
DRAGON_SOUL_NOT_ENOUGH_MONEY	Nincs elég Yangod a bónusz megváltoztatásához.
DRAGON_SOUL_NOT_MATCHED_SLOT	A Sárkánykõ nem illik ebbe a foglalatba.
DRAGON_SOUL_STEP_LEVEL1	Tisztaság: matt,
DRAGON_SOUL_STEP_LEVEL2	Tisztaság: tiszta,
DRAGON_SOUL_STEP_LEVEL3	Tisztaság: hibátlan,
DRAGON_SOUL_STEP_LEVEL4	Tisztaság: ragyogó,
DRAGON_SOUL_STEP_LEVEL5	Tisztaság: kiváló,
DRAGON_SOUL_STRENGTH	Szint: +%d	SA
DRAGON_SOUL_UNEQUIP_WARNING1	A Sárkánykõ megsemmisülhet az eljárás során.
DRAGON_SOUL_UNEQUIP_WARNING2	Még mindig folytatni szeretnéd?
DRAGON_SOUL_UNMATCHED_SLOT	Az rossz foglalat.
DROP_ITEM_FAILURE_EQUIP_ITEM	Nem dobhatsz el egy felszerelt tárgyat.
DROP_ITEM_FAILURE_PRIVATE_SHOP	Nem dobhatsz el tárgyat, amíg a magán boltot nyitva van.
DROP_MONEY_FAILURE_1000_OVER	Maximum 999 Yangot dobhatsz el.
DS_SYSTEM_MSG_1	Szükséged van erre: %s (%d darab).
DUTCH_AUCTION_CLOSE_OTHER_WINDOW	Kérlek, zárj be minden más ablakot a Villám aukciók megnyitásához.
EMOTION_ALCOHOL	Egészségedre!
EMOTION_ANGRY	Mérges
EMOTION_ATTRACTIVE	Csábítás
EMOTION_BANTER	Gúnyos
EMOTION_BUSY	Stressz
EMOTION_CALL	Hívás
EMOTION_CELEBRATION	Parti
EMOTION_CHARGING	Töltés
EMOTION_CHEERS_1	Ünnepel 1
EMOTION_CHEERS_2	Ünnepel 2
EMOTION_CHEERUP	Ünnepel
EMOTION_CHOOSE_ONE	Válassz célt
EMOTION_CLAP	Taps
EMOTION_CLAP_KISS	Csók
EMOTION_CONGRATULATION	Gratuláció
EMOTION_DANCE_1	Tánc 1
EMOTION_DANCE_2	Tánc 2
EMOTION_DANCE_3	Tánc 3
EMOTION_DANCE_4	Tánc 4
EMOTION_DANCE_5	Tánc 5
EMOTION_DANCE_6	Gumsan Style
EMOTION_DANCE_7	Szamba
EMOTION_DOZE	Elbóbiskol
EMOTION_EXERCISE	Bemelegítés
EMOTION_FORGIVE	Megbocsátás
EMOTION_FRENCH_KISS	Nyelves csók
EMOTION_HUNGRY	Éhes
EMOTION_JOY	Öröm
EMOTION_LETTER	Szerelmes levél
EMOTION_NOSAY	Szóhoz sem jut
EMOTION_PUSH_UP	Fekvõtámasz
EMOTION_SAD	Szomorú
EMOTION_SELFIE	Szelfi
EMOTION_SHY	Elutasítás
EMOTION_SIREN	Sziréna
EMOTION_SLAP	Ütés
EMOTION_WEATHER_1	Napsugár
EMOTION_WEATHER_2	Szivárvány
EMOTION_WEATHER_3	Hold
EMOTION_WHIRL	Zavarodott
EMPIRE_A	Shinsoo birodalom
EMPIRE_B	Chunjo birodalom
EMPIRE_C	Jinno birodalom
EMPIRE_SELECT_MODE	Birodalom-választás
EXCHANGE_CANNOT_GIVE	Ezzel a tárggyal nem lehet kereskedni.
EXCHANGE_CANT_EDIT_MONEY	Most nem változtathatod meg az összeget.
EXCHANGE_FAILURE_EQUIP_ITEM	Felszerelt tárgyakat nem cserélhetsz el.
EXCHANGE_MONEY	Összeg
EXCHANGE_TITLE	Kereskedés vele: %s (%d)
EXINVEN_USE_ITEM_FAIL_FALL_SHORT	Még mindig szükséges %d Leltár bõvítõ.
EXINVEN_USE_ITEM_FAIL_FOURTH_PAGE_STAGE_MAX	Leltárad elérte a bõvítések maximális számát.
EXINVEN_USE_ITEM_QUESTION	Akarod bõvíteni a leltárad a %d Leltár bõvítés használatával?
FISHING_FAILURE	Elveszítetted a csalit.
FISHING_NOTIFY1	Úgy tûnik a %s ráharapott.
FISHING_NOTIFY2	Úgy tûnik, megfogtál egy %s-t.
FISHING_RENEWAL_CANNOT_EMOTION	Nem tudsz érzelmeket kifejezni horgászat közben.
FISHING_RENEWAL_CANNOT_OPEN_1	Nem nyithatod ki horgászat közben.
FISHING_RENEWAL_CANNOT_OPEN_2	Ezt nem tudod megtenni, miközben horgászol.
FISHING_RENEWAL_QUESTION	Kapásod van. Szeretnéd kifogni?
FISHING_RENEWAL_TIMEOUT	Túl sokáig vártál. A hal elúszott.
FISHING_SUCCESS1	%s-t fogtál!
FISHING_SUCCESS2	%s-t húztál ki a vízbõl!
FISHING_UNKNOWN	Valami elvette a csalit, de nem tudom, mi ez.
FISHING_WRONG_PLACE	Itt nem tudsz horgászni.
FLOWER_EVENT_USE_ITEM_TEXT1	Szeretnéd lecserélni az aktív hatást?
FLOWER_EVENT_USE_ITEM_TEXT2	A próbálkozás lehet sikertelen, és ekkor a virág elhervad.
FOR_FEMALE	Hölgyeknek
FOR_MALE	Uraknak
FRAGMENT_COMB_COST	Kombinálás ára: %s
GAME_CANNOT_MINING	Nem tudsz érceket bányászni, amíg lovagolsz.
GAME_CANNOT_PICK_ITEM	Nem gyûjtheted be a tárgyat, mert nem te zsákmányoltad.
GAME_GUILDWAR_NOW_JOIN	Csatlakozni akarsz a céhháborúhoz?
GAME_INIT_ERROR_CURSOR	Az egér kurzor nem hozható létre.
GAME_INIT_ERROR_DIRECTX	A játékhoz szükséges a DirectX 8.1 installálása.\nInstalláld a DirectX 8.1-at vagy újabb verzióját.
GAME_INIT_ERROR_GRAPHICS_BAD_PERFORMANCE	Nem talált videokártyát a játék indításához.\nEllenõrizd, hogy jól van-e installálva a VGA-kártya.
GAME_INIT_ERROR_GRAPHICS_NOT_EXIST	Grafikus eszköz nem hozható létre. \nEllenõrizd, hogy van-e VGA kártyád. \nEsetleg aktiválhatod a hardver gyorsítót.\n(Állítsd a hardver gyorsítót a maximura \nRendszer eszközök->Képernyõ->Beállítások->Haladó->Hibaelhárítás)
GAME_INIT_ERROR_GRAPHICS_NOT_SUPPORT_32BIT	A video kártya nem támogatja az ablak kezelést 32bites üzemmódban.\nVálts 16bites üzemmódra vagy használd a teljes képernyõ módot.
GAME_INIT_ERROR_ITEM_PROTO	Nincsenek adatok a tárgyakról.\nInstalláld újra a játékot.
GAME_INIT_ERROR_MAIN_WINDOW	Nem nyitható meg a fõablak.
GAME_INIT_ERROR_MOB_PROTO	Nincsenek adatok a szörnyekrõl.\nInstalláld újra a játékot.
GAME_INIT_ERROR_NETWORK	A hálózati eszköz nem indítható.\nEllenõrizd az internet kapcsolatot.
GEM_SYSTEM_ADD_SLOT	Szükséges tárgy: %s.\nSzeretnél felhasználni %d ilyet egy további hely feloldásához?
GEM_SYSTEM_BUY_ITEM	Szeretnéd megvásárolni ezt a tárgyat?
GEM_SYSTEM_NAME	Gaya
GEM_SYSTEM_NOT_ENOUGHT_REFRESHITEM	[Gaya] Nincs nálad elég Gaya piac frissítõ.
GEM_SYSTEM_NOT_ENOUGH_HP_GEM	[Gaya] Nincs nálad elég Gaya.
GEM_SYSTEM_NO_MORE_ADDSLOT	[Gaya] Nem oldható fel több hely.
GEM_SYSTEM_OPEN_GEMSHOP	[Gaya] Elõbb nyisd meg a Gaya piacot.
GEM_SYSTEM_PICK_GEM	[Gaya] Gaya mennyisége: %d
GEM_SYSTEM_REFRESH_SHOP_ITEMS	Szeretnéd frissíteni a piacot?
GIVEUP_QUESTION	Biztosan fel akarod adni?
GUILDBANK_CLEARBANK	Figyelem: A Céhraktárat ki kell üríteni!
GUILDBANK_DONT_MONEY_OUT	Nincs Yangod a céhbankban!
GUILDBANK_GOLD_IN	Betét
GUILDBANK_GOLD_OUT	Kivét
GUILDBANK_ITEM_IN	Tárol
GUILDBANK_ITEM_OUT	Eltávolít
GUILDBANK_MONEYIN	Yang betét
GUILDBANK_MONEYOUT	Yang kivét
GUILDBANK_NOTUSE	Nincs meg a szükséges jogosultságod.
GUILDBANK_NOT_ENOUGH_MONEY	Nincs elég Yangod a befizetéshez.
GUILDBANK_OVER_INCOME	Számlakorlát elérve.
GUILDBANK_OVER_MONEY	A céhszámla megtelt.
GUILDLAND_ABANDON	Céhterület elhagyása
GUILDLAND_ACCEPT	Igen
GUILDLAND_DONTHAVE_LAND	Nincs semmilyen céhterületed.
GUILDLAND_NOT	Nem
GUILDLIST_APPLICANT	Szeretnél jelentkezni?
GUILDMARK_UPLOADER_ERROR_128_HEIGHT	A magasság nem 128 pixel.
GUILDMARK_UPLOADER_ERROR_12_HEIGHT	A magasság nem 12 pixel
GUILDMARK_UPLOADER_ERROR_16_WIDTH	A szélesség nem 16 pixel
GUILDMARK_UPLOADER_ERROR_64_WIDTH	A szélesség nem 64 pixel
GUILDMARK_UPLOADER_ERROR_FILE_FORMAT	A játék nem támogatja ezt a képernyõt.
GUILDMARK_UPLOADER_ERROR_PATH	Helyezd át a fájlokat a metin2/upload könyvtárba.
GUILDMARK_UPLOADER_ERROR_SELECT	Nincsenek kép fájlok kiválasztva.
GUILDWAR_ALL	Csaták (Cs)
GUILDWAR_CTF_TITLE	Kapd el a zászlót
GUILDWAR_DRAW	Döntetlenek (D)
GUILDWAR_GAINSCORE_FIFTY	50 pont
GUILDWAR_GAINSCORE_HUNDRED	100 pont
GUILDWAR_GAINSCORE_THIRTY	30 pont
GUILDWAR_GAMETIME_SIXTY	60 perc
GUILDWAR_GAMETIME_TEN	10 perc
GUILDWAR_GAMETIME_THIRTY	30 perc
GUILDWAR_INPUT_OTHERGUILD	Add meg az ellenfél céhet!
GUILDWAR_LADDER	Rangpontok
GUILDWAR_LIMIT_MEMBER_FIVE	Minimum 5 résztvevõ.
GUILDWAR_LOSE	Vereségek (V)
GUILDWAR_NORMAL_TITLE	Mezei harc
GUILDWAR_OVER_MEMBERCOUNT	Elérted a tagi létszámkorlátot.
GUILDWAR_QUESTION_LINE_1	A %s céh hadat üzent a céhednek.
GUILDWAR_QUESTION_LINE_2	elfogadod? (%s)
GUILDWAR_RANKING	Helyezés
GUILDWAR_RECODE_ALL	%d Cs, %d Gy, %d V, %d D
GUILDWAR_SELECT_MEMBER_COUNT	Válaszd ki a résztvevõk számát!
GUILDWAR_TYPE_DEFENSE	Pajzs-harc
GUILDWAR_TYPE_TIGER	Megsemmisítés
GUILDWAR_TYPE_TIME	Támadás idõre
GUILDWAR_UNKNOWN_TITLE	...
GUILDWAR_WARP_TITLE	Aréna harc
GUILDWAR_WIN	Gyõzelmek (Gy)
GUILDWAR_WIN_FIVE	5 menet
GUILDWAR_WIN_ONE	1 menet
GUILDWAR_WIN_THREE	3 menet
GUILDWINDOW_BUTTON_BANKGOLDINFO	Céhraktár log
GUILDWINDOW_BUTTON_BASEABANDON	Céhterület elhagyása
GUILDWINDOW_BUTTON_BASEDEAL	Céhterület eladása
GUILDWINDOW_BUTTON_BOARD	Céh-üzenetek
GUILDWINDOW_BUTTON_CHANGEMASTER	Céhvezér-váltás
GUILDWINDOW_BUTTON_DECLARE	Hadat üzenni
GUILDWINDOW_BUTTON_DONATE	Adományozás
GUILDWINDOW_BUTTON_GOLDIN	Betét
GUILDWINDOW_BUTTON_GOLDOUT	Kivét
GUILDWINDOW_BUTTON_GRADE	Jogosultságok kezelése
GUILDWINDOW_BUTTON_GUILDLIST	Céhlista
GUILDWINDOW_BUTTON_HEALGSP	Sárkányisten-erõ helyreállítása
GUILDWINDOW_BUTTON_INFO	Céh-információ
GUILDWINDOW_BUTTON_LANDINFO	Terület-információ
GUILDWINDOW_BUTTON_MARK	Céhjel feltöltése
GUILDWINDOW_BUTTON_MEMBER	Tag
GUILDWINDOW_BUTTON_OFFER	EXP adományozása
GUILDWINDOW_BUTTON_OUTMEMBER	Tag eltávolítása
GUILDWINDOW_BUTTON_SKILL	Céh-készségek
GUILDWINDOW_BUTTON_SYMBOL	Céhzászló feltöltése
GUILDWINDOW_BUY_GUILD_LAND	Földterület vásárlása
GUILDWINDOW_CHANGE_BLACKSMITH	Szaktudás megváltoztatása
GUILDWINDOW_CHANGE_OBJECT	Újjáépítés
GUILDWINDOW_CHANGE_SMELTER	Kohó változtatás
GUILDWINDOW_CREATE_OBJECT	Építés
GUILDWINDOW_DEAL_GUILD_LAND	Földterület eladása
GUILDWINDOW_GRADE_BANK	Használhatja a céhbankot és -raktárt
GUILDWINDOW_GRADE_DRIVEOUTAUTHORITY	Eltávolíthat tagot a céhbõl
GUILDWINDOW_GRADE_GRADENAME	Rangnév
GUILDWINDOW_GRADE_GRADENUMBER	Rangszám
GUILDWINDOW_GRADE_GUILDWAR	Kiválaszthat tagokat bajtársaknak
GUILDWINDOW_GRADE_INVITEAUTHORITY	Felvehet játékost a céhbe
GUILDWINDOW_GRADE_NOTICEAUTHORITY	Írhat céhüzenetet
GUILDWINDOW_GRADE_SKILLAUTHORITY	Használhatja a céh-készségeket
GUILDWINDOW_INFO_LEVEL10	Megnövelt max. tagszám
GUILDWINDOW_INFO_LEVEL15	Ár csökk.: Sárkányisten-erõ
GUILDWINDOW_INFO_LEVEL20	Bank: Adómentesség
GUILDWINDOW_INFO_LEVEL5	+5% EXP a céhadományokhoz
GUILDWINDOW_LIST_ALL	Minden birodalom
GUILDWINDOW_LIST_ALREADY_REGISTER	[Céh] Már jelentkeztél.
GUILDWINDOW_LIST_APPLICANT_LIST	Jelentkezõk listája
GUILDWINDOW_LIST_CHRACTER_JOB	Osztály
GUILDWINDOW_LIST_CHRACTER_LV	Szint
GUILDWINDOW_LIST_CHRACTER_NAME	Karakternév
GUILDWINDOW_LIST_CHRACTER_SUB_JOB	Alosztály
GUILDWINDOW_LIST_EMPIRE_A	Shinsoo
GUILDWINDOW_LIST_EMPIRE_B	Chunjo
GUILDWINDOW_LIST_EMPIRE_C	Jinno
GUILDWINDOW_LIST_GUILDMEMBER	Tag
GUILDWINDOW_LIST_GUILD_LIST	Céhlista
GUILDWINDOW_LIST_GUILD_LV	Szint
GUILDWINDOW_LIST_GUILD_NAME	Céh
GUILDWINDOW_LIST_INPUT_GUILDNAME	[Céh] Adj meg egy céhnevet!
GUILDWINDOW_LIST_LADDER	Rangpontok
GUILDWINDOW_LIST_NOTPROMOTEGUILD	[Céh] Ez a céh nem hirdet.
GUILDWINDOW_LIST_PROMOTE_GUILD	Jelentkezés
GUILDWINDOW_LIST_PROMOTE_GUILD_LIST	Céhlista
GUILDWINDOW_LIST_RANKING	Pozíció
GUILDWINDOW_LIST_RANKING_COUNT	Pozíció
GUILDWINDOW_LIST_REGISTER	Jelentkezések
GUILDWINDOW_LIST_REGISTER_GUILD	Jelentkezés céhbe
GUILDWINDOW_LIST_SEARCH	Keresés
GUILDWINDOW_LIST_SELECT_GUILD	[Céh] Válassz céhet, ahova jelentkezel!
GUILDWINDOW_PROMOTE_REFRESH	Hirdetés
GUILDWINDOW_PROMOTE_REGISTER	Hirdetés
GUILDWINDOW_SP_RECOVER	Sárkányisten-erõ
GUILDWINDOW_UPGRADE_ALTEROFPOWER	Oltár fejlesztése
GUILDWINDOW_UPGRADE_GUILDBANK	Bank fejlesztése
GUILD_ATTENDANCE_FAIL_ALREADY	Ma már rögzítetted részvételed.
GUILD_ATTENDANCE_FAIL_JOIN_TIME	Jelenleg nem tudod rögzíteni részvételed. A részvétel minden nap 5:00 órakor indul újra.
GUILD_BANKINFO_CLOSE	Bezár
GUILD_BANKINFO_NAME	Tag
GUILD_BANKINFO_TYPE	Tárgy/Fizetõeszköz
GUILD_BANKINFO_USETYPE	Akció
GUILD_BANK_CLOSE	Bezár
GUILD_BANK_INFO	Céhraktár log
GUILD_BOARD_ID	Tag
GUILD_BOARD_TEXT	Üzenet
GUILD_BUILDING_FIX_CHANGE	Biztosan meg akarod változtatni a pozíciót?
GUILD_BUILDING_FIX_CHANGE_GOLD	Ára: 1.000.000 Yang
GUILD_BUILDING_FIX_DELETE	Biztosan törölni akarod a tárgyat?
GUILD_BUILDING_FIX_NEED_BUILDING	Nincs jelen épület.
GUILD_BUILDING_GRADE	Rang
GUILD_BUILDING_NAME	Épület név
GUILD_CANNOT_HEAL_GSP_ANYMORE	A Sárkányszellem-energia már teljesen fel lett töltve.
GUILD_COMMENT	Írni
GUILD_CREATE_ERROR_INSULT_NAME	Nem érvényes céh név.
GUILD_DEFAULT_GRADE	Céh tagok
GUILD_DELETE	Töröl
GUILD_DEPOSIT	Letétbe helyez
GUILD_DONATE_FAIL_NOT_ENOUGH_HIGH_ITEM	Nincs nálad elég Nagy adományjegy.
GUILD_DONATE_FAIL_NOT_ENOUGH_INVENTORY	Megtelt a leltárad. Nem adományozhatsz.
GUILD_DONATE_FAIL_NOT_ENOUGH_MIDDLE_ITEM	Nincs nálad elég Közepes adományjegy.
GUILD_DONATE_FAIL_NOT_ENOUGH_YANG	Nincs elegendõ Yang.
GUILD_DONATE_QUESTION_HIGH	Szeretnél egy nagy adományt tenni?
GUILD_DONATE_QUESTION_MIDDLE	Szeretnél egy közepes adományt tenni?
