NPC_SEARCH	Npc Search
SOUL_ITEM_TOOLTIP_COMMON	Not for: PvP, Transformation
SOUL_ITEM_TOOLTIP_RED1	Playing time: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	Attack damage increases by x%.1f on reaching the playing time
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Remaining attacks: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Soul expires in
SOUL_ITEM_TOOLTIP_UNAPPLIED	Effect not activated
SOUL_REFINE_FAILURE	Refinement failed.
SOUL_REFINE_SUCCESS	Refinement successful!
STAT_MINUS_CON	Vitality Adjustment (Remaining chance: %d)
STAT_MINUS_DEX	Dexterity Adjustment (Remaining Chance: %d)
STAT_MINUS_INT	Intelligence Adjustment (Rest of Chance: %d)	
STAT_MINUS_STR	Strength Adjustment (Rest of Chance: %d)	
STAT_TOOLTIP_CON	Increases HP and defence
STAT_TOOLTIP_DEX	Increases attack and evasion
STAT_TOOLTIP_INT	Increases SP, magic attack and defence
STAT_TOOLTIP_STR	Increases attack value and damage
STAT_TOOLTIP_ACTION	Actions
STAT_TOOLTIP_ATT	Attack Value
STAT_TOOLTIP_ATT_SPEED	Attack speed
STAT_TOOLTIP_BASE_LEVEL	Level
STAT_TOOLTIP_CAST_SPEED	Casting speed
STAT_TOOLTIP_CON	Increases HP and defence
STAT_TOOLTIP_CONQUEROR_LEVEL	Champion Level
STAT_TOOLTIP_DEF	Defence
STAT_TOOLTIP_DEX	Increases attack and evasion
STAT_TOOLTIP_DODGE_PER	Chance to avoid arrows
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	HP
STAT_TOOLTIP_IMG_CON	VIT: Increases HP and defence
STAT_TOOLTIP_IMG_DEX	DEX: Increases attack and evasion
STAT_TOOLTIP_IMG_INT	INT: Increases SP, magic attack and defence
STAT_TOOLTIP_IMG_STR	STR: Increases attack value and damage
STAT_TOOLTIP_INT	Increases SP, magic attack and defence
STAT_TOOLTIP_LEVEL	Level
STAT_TOOLTIP_MAG_ATT	Magic attack value
STAT_TOOLTIP_MAG_DEF	Magical defence
STAT_TOOLTIP_MOVE_SPEED	Movement speed
STAT_TOOLTIP_PASSIVE	Relic Bonus
STAT_TOOLTIP_POINT	Points
STAT_TOOLTIP_REACTION	Reactions
STAT_TOOLTIP_SHP	You will receive a smaller deduction on your maximum HP on Yohara.
STAT_TOOLTIP_SIMMUNE	You will receive a smaller deduction on your resistance to status changes on Yohara.
STAT_TOOLTIP_SMOVE	You will receive a smaller deduction on your movement speed on Yohara.
STAT_TOOLTIP_SP	SP
STAT_TOOLTIP_SPECIAL_ACTION	Special Actions
STAT_TOOLTIP_SSTR	You will receive a smaller damage deduction on your attacks on Yohara.
STAT_TOOLTIP_STAT	Values
STAT_TOOLTIP_STR	Increases attack value and damage
STAT_TOOLTIP_SUNGMA_HP	Changes HP depending on the enemy's Sung Ma's will (VIT) and the map
STAT_TOOLTIP_SUNGMA_IMMUNE	Changes susceptibility to status effects depending on the enemy's Sung Ma's will (INT) and the map
STAT_TOOLTIP_SUNGMA_MOVE	Changes movement speed depending on the enemy's Sung Ma's will (RES) and the map
STAT_TOOLTIP_SUNGMA_STR	Changes attack depending on the enemy's Sung Ma's will (STR) and the map
STAT_TOOLTIP_SUPPORT_SKILL	Secondary Skills
STAT_TOOLTIP_TAB_CHARACTER	Character
STAT_TOOLTIP_TAB_EMOTICON	Emotions
STAT_TOOLTIP_TAB_QUEST	Quests
STAT_TOOLTIP_TAB_SKILL	Skills
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	You must complete the level below first.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	You cannot enter while you are riding.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	You need to have reached a Champion Level to enter.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	You need a Skull Banner to enter.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	You cannot enter Sung Mahi Tower in a group.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	You cannot enter while you are transformed.
SUNGMAHEE_TOWER_FLOOR_TEXT	Level {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Rank {0}
SYMBOLLIST_TITLE	Register Guild flag	
TARGET_BUTTON_ACCEPT_FIGHT	Agree	
TARGET_BUTTON_AVENGE	Revenge	
TARGET_BUTTON_BLOCK	Block
TARGET_BUTTON_BLOCK_REMOVE	Unblock
TARGET_BUTTON_BUILDING_DESTROY	Destroy	
TARGET_BUTTON_DISMOUNT	Dismount	
TARGET_BUTTON_EMOTION_ALLOW	Emotions	
TARGET_BUTTON_EXCHANGE	Trading	
TARGET_BUTTON_EXCLUDE	Exclude	
TARGET_BUTTON_EXIT_OBSERVER	End Observer Mode	
TARGET_BUTTON_FIGHT	Duel	
TARGET_BUTTON_FRIEND	Friend	
TARGET_BUTTON_INVITE_GUILD	Guild Invitation	
TARGET_BUTTON_INVITE_PARTY	Group Invitation	
TARGET_BUTTON_LEAVE_PARTY	Leave Group	
TARGET_BUTTON_REQUEST_ENTER_PARTY	Join Group	
TARGET_BUTTON_REVIVE	Revive
TARGET_BUTTON_VIEW_EQUIPMENT	Equipment
TARGET_BUTTON_WHISPER	Whispering	
TARGET_LEVEL_BOSS	Boss	
TARGET_LEVEL_KING	Level 5.	
TARGET_LEVEL_KNIGHT	Level 3.	
TARGET_LEVEL_PAWN	Level 1.	
TARGET_LEVEL_S_KNIGHT	Level 4.	
TARGET_LEVEL_S_PAWN	Level 2.	
TARGET_TOOLTIP_ATTACK_COUNT	Total Hits: %d
TASKBAR_ATTACK	Attack	
TASKBAR_AUTO	Attack automatically
TASKBAR_CAMERA	Camera	
TASKBAR_EXP	Experience	
TASKBAR_HP	HP	
TASKBAR_MOVE	Move	
TASKBAR_SKILL	Skill	
TASKBAR_SP	SP	
TASKBAR_ST	ST	
TENTH_COIN	Anniversary Coin(s)
TENTH_EVENT_ASK_EXCHANGE	You require %d Anniversary Flags. Do you want to continue?
THING_COUNT	all	
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Reduce damage	SNA
TOOLTIP_AFFECT_CONFUSION	You have been stunned.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Reduce critical hit chance	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Mark of the Guardian	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	The hydro beam couldn't be stopped.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Reduce defence	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Lightning
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Golden Tuna Bonus	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Wet Clothing\nMovement speed -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Souls (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Rare Souls (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Occupation Buff \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Fall from mount	SNA
TOOLTIP_AFFECT_POLYMORPH	Transform	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Increase cooldown	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Resistance against Skill Damage +15% | Resistance against normal Attack Damage +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Researcher's Elixir	SNA
TOOLTIP_AFFECT_RHP_REGEN	Cannot regenerate	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Storage Bonus\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Storage Bonus\n+20 defence	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Storage Bonus\n+1% hit points	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Storage Bonus\n+3% strength against monsters	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Damage is increased at lower rank points.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Resistance against critical hits +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Resistance against piercing hits +%d%%	SA
TOOLTIP_ANTI_SELL	Cannot be sold in the shop.
TOOLTIP_APPLY_ACCEDRAIN_RATE	Absorption rate: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Strong against Animals +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Strong against Ninjas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Bell Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Arrow Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Claw Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Strong against Zodiac Monsters +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Dagger Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Strong against Desert Monsters +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Strong against Devils +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Fan Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Strong against Half Humans +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Strong against Insects +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Strong against Mystics +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Strength against monsters +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Strong against Orcs +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Strong against Shamans +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Strong against Sura +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Sword Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Two-handed Defence Break +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Strong against Undead +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Strong against Warriorr +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Strong against Lycans + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Bleeding attack + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Resistance against bleeding attacks + %d%%	SA
TOOLTIP_APPLY_BLOCK	Chance to block a close-combat attack %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Recover SP all 5 seconds in a Battle %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Chance of critical hit +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% Chance to get back SP when hit	SA
TOOLTIP_APPLY_DODGE	Chance to avoid Arrows %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Power of Darkness +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Power of Darkness +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Power of Earth +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Power of Earth +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Power of Lightning +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Power of Lightning +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Power of Fire +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Power of Fire +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Power of Ice +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Power of Ice +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Power of the Wind +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Power of the Wind +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% Chance for EXP Bonus	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% Chance to drop double Yang	SA
TOOLTIP_APPLY_IMMUNE_FALL	Immune against falling down	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Defence against slowing	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Defence against blackouts	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% Chance to drop double the Items	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% Chance, to restore HP	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% Chance to restore SP	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% chance to rob SP	SA
TOOLTIP_APPLY_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	No effect	
TOOLTIP_APPLY_NO_DEATH_PENALTY	No experience points will be lost if your character is revived at the place of his death.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	The Dragon God takes you under his protective wings. If you are revived on board, you won't lose any experience points.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% Chance for piercing Hits	SA
TOOLTIP_APPLY_POISON_PCT	Poisoning chance %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Poison Resistance %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	Potion %d%% effect raise	SA
TOOLTIP_APPLY_REFLECT_CURSE	Chance to reflect Curse: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% Chance to reflect close combat hits	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Defence chance against ninja attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Bell Defence %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Claw Defence +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Dagger Defence %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Fan Defence %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Resistance to Half Humans %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Fall Resistance +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Defence chance against shaman attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Defence chance against sura attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Sword Defence %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Two-Handed Defence %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Defence chance against warrior attacks: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Wind Resistance %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Defence chance against Lycan attacks %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Chance to learn from books upgraded by factor 2.5	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	If learning fails you immediately have another try for free	SNA
TOOLTIP_APPLY_SLOW_PCT	Slowing chance %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% damage  will be absorbed by HP	SA
TOOLTIP_APPLY_STEAL_SP	%d%% damage will be absorbed by SP	SA
TOOLTIP_APPLY_STUN_PCT	Blackout chance %d%%	SA
TOOLTIP_ARMOR	Armor	
TOOLTIP_ARROW	Arrow	
TOOLTIP_ASSASSIN	Ninja	
TOOLTIP_ATTBONUS_STONE	+%d%% strength against Metin stones	SA
TOOLTIP_ATT_GRADE	Attack Value +%d	SA
TOOLTIP_ATT_SPEED	Attack Speed +%d%%	SA
TOOLTIP_ATT_SPEED_SLOW	Attack speed reduced	SNA
TOOLTIP_AUTO_POTION_HP	Sun Elixir
TOOLTIP_AUTO_POTION_REST	Remainder: %.2f%%
TOOLTIP_AUTO_POTION_SP	Moon Elixir
TOOLTIP_AUTO_POTION_USING	Active
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Auto-Hunting	SNA
TOOLTIP_BATTLE_POTION	Combat Zone Battle Potion	SNA
TOOLTIP_BOW_DISTANCE	Arc Range +%d m	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Casting Speed +%d%%	SA
TOOLTIP_CON	Vitality +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Costume bonus %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbs %d%% damage as HP	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbs %d%% damage as SP	SA
TOOLTIP_DEF_GRADE	Defence +%d	SA
TOOLTIP_DEX	Dexterity +%d	SA
TOOLTIP_DS_SET	DSS Set Effect	SNA
TOOLTIP_EAR	Earring	
TOOLTIP_ENERGY	Energy %d	SA
TOOLTIP_ETC	And so on	
TOOLTIP_EXP_BONUS_EVENT	EXP +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5th bonus +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1st bonus +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Points %d / %d	
TOOLTIP_FISHINGROD_LEVEL	Level: %d	
TOOLTIP_FISHINGROD_UPGRADE1	Give to the Fisherman
TOOLTIP_FISHINGROD_UPGRADE2	to get a better
TOOLTIP_FISHINGROD_UPGRADE3	Fishing Pole.
TOOLTIP_FISH_LEN	Lenght: %.2fcm	
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4th bonus +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Acceleration +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Blessing of the Dragon God +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Blood of the Dragon God +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Wrath of the Dragon God +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Casting Aid +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Holy Armour +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20% EXP | +5% item drops | +10% strength against monsters	SNA
TOOLTIP_HELMET	Helmet	
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Earn Power of Darkness for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Earn Power of Earth for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Earn Power of Lightning for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Earn Power of Fire for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Earn Power of Ice for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Earn Power of the Wind for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Earn Darkness Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Earn Earth Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Earn Lightning Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Earn Fire Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Earn Ice Resistance for %d sec. in combat	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Earn Wind Resistance for %d sec. in combat	SA
TOOLTIP_HP_REGEN	HP Regeneration +%d%%	SA
TOOLTIP_INT	Intelligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Attack Value %d	
TOOLTIP_ITEM_ATT_POWER	Attack Value %d - %d	
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Attack Value %d	
TOOLTIP_ITEM_ATT_POWER_REFINE	Attack Value %d - %d (+%d)	
TOOLTIP_ITEM_ATT_SPEED	Attacking Speed %s	
TOOLTIP_ITEM_DEF_GRADE	Defence %d	
TOOLTIP_ITEM_FAST	Fast	
TOOLTIP_ITEM_LIMIT_CON	Vitality Upper Limit: %d
TOOLTIP_ITEM_LIMIT_DEX	Dexterity Upper Limit: %d
TOOLTIP_ITEM_LIMIT_INT	Intelligence Upper Limit: %d	
TOOLTIP_ITEM_LIMIT_LEVEL	From Level: %d	
TOOLTIP_ITEM_LIMIT_STR	Strenght Upper Limit: %d	
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magical Attack Value %d - %d	
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magical Attack Value %d	
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magical Defence %d	
TOOLTIP_ITEM_NORMAL	Normal	
TOOLTIP_ITEM_SLOW	Slow	
TOOLTIP_ITEM_VERY_FAST	Very fast	
TOOLTIP_ITEM_VERY_SLOW	Very slow	
TOOLTIP_ITEM_WEARABLE_JOB	[Wearable]
TOOLTIP_LOTTERY_STEP_NUMBER	%d	
TOOLTIP_LOTTO_NUMBER	Lucky Number: %d	
TOOLTIP_MAGIC_ATTBONUS_PER	Magic attack +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magical Attack Value +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magical Defence +%d	SA
TOOLTIP_MALL_AUTOLOOT	A hand that picks up dropped Yang automatically	SNA
TOOLTIP_MALL_DEFBONUS	Defence +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Defence	SNA
TOOLTIP_MALL_EXPBONUS	EXP +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe EXP Bonus +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	Increases gaining EXP by 50%	SNA
TOOLTIP_MALL_FISH_MIND	Your chance of catching a rare fish is doubled.	SNA
TOOLTIP_MALL_GOLDBONUS	Yang drop chance increased by %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Double Yang drop chance	SNA
TOOLTIP_MALL_ITEMBONUS	Item drop chance increased by %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe Chance of looting items plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Item drop chance increased by 200%.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Lovepoints raise faster.	SNA
TOOLTIP_MALL_SAFEBOX	Your Storeroom gets 2 storage rooms	SNA
TOOLTIP_MAX_HP	Max. HP +%d	SA
TOOLTIP_MAX_HP_PCT	Max. HP +%d%%	SA
TOOLTIP_MAX_SP	Max. SP +%d	SA
TOOLTIP_MAX_SP_PCT	Max. SP +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. Endurance +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)	
TOOLTIP_MEMORIZED_POSITION_ERROR	GPS ERROR(%d, %d)	
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Incoming damage is reduced by %d%% if you have +90%% HP	SA
TOOLTIP_MOV_SPEED	Movement Speed %d%%	SA
TOOLTIP_NECK	Necklace	
TOOLTIP_NEED_ALL_SP	Needed SP: Max.	
TOOLTIP_NEED_GSP	Needed Dragon ghost: %d
TOOLTIP_NEED_HP	Needed HP: %d	
TOOLTIP_NEED_HP_PER_SEC	HP / Sec.: %d
TOOLTIP_NEED_SKILL_POINT	Needed Skill Points:	
TOOLTIP_NEED_SP	Needed SP: %d	
TOOLTIP_NEED_SP_PER_SEC	SP / Sec.: %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Next Level: %d (Max. %d)	
TOOLTIP_NEXT_SKILL_LEVEL_2	Next Level: %d (Max. %d-%d)	
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% chance to block attack damage	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Average Damage %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% attack damage against bosses	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Average Damage Resistance %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% attack damage from bosses	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	More than %d Group members	
TOOLTIP_PARTY_INFO_GRADE_UP2	Attack Level +%d	
TOOLTIP_PARTY_INFO_GRADE_UP3	Defence Level +%d	
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Restore HP/SP of all Group members all 60 minutes.	
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Restore HP/SP of all Group members all 30 minutes	
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	You have to wait 3 minutes after the death of a group member.	
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	You can call Group members who are on the same server anytime.	
TOOLTIP_PARTY_INFO_SET_ATTACKER	Attack Level +(Number of Group members./2) Attacker %d can be chosen.	
TOOLTIP_PARTY_INFO_SET_TANKER	Defence Level +(Number of Group members) blade fighters 1 can be chosen.	
TOOLTIP_PARTY_SKILL_LEVEL	Current Level: %d	
TOOLTIP_PARTY_TITLE_GRADE_UP	[Attack/Defence upgraded]
TOOLTIP_PARTY_TITLE_HEAL	[Restore]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	When you have more than %d Group members you get %d%% Bonus EXP .	
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonus EXP]
TOOLTIP_PARTY_TITLE_RECALL	[Call]	
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Constitute Attacker]	
TOOLTIP_PARTY_TITLE_SET_TANKER	[Constitute Blade Fighter]
TOOLTIP_PEPSI_EVENT	5% EXP bonus and 5% increased chance of looting items.	SNA
TOOLTIP_PICK_EXP	Points: %d / %d	
TOOLTIP_PICK_LEVEL	Level: %d	
TOOLTIP_PICK_UPGRADE1	Give to the Lumberjack
TOOLTIP_PICK_UPGRADE2	to get a better
TOOLTIP_PICK_UPGRADE3	Pickaxe.
TOOLTIP_POTION_CURE	Cure negative effects.	
TOOLTIP_POTION_MIN	Min.	
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Attack speed +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	ATK BONUS MONSTER: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ATK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ATK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	DEF: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	DEX: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	EXP: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	DAMAGE RESIST: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	HP +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	HP +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Movement speed +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	DARKNESS RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	EARTH RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ICE RESIST: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	MAGIC RESIST: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	SP +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	SP +%d
TOOLTIP_POTION_PLUS_STR_POINT	STR: +%d
TOOLTIP_POTION_SEC	Sec.	
TOOLTIP_POTION_TIME	Duration:	
TOOLTIP_PVP_TOURNAMENT_ENTER	Join PvP Tournament
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	PvP Tournament EXP +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	You must have reached Level 21.	
TOOLTIP_REQUIREMENT_41_LEVEL	You must have reached Level 41.	
TOOLTIP_REQUIREMENT_LEVEL	You must have reached Level %d.	
TOOLTIP_REQUIREMENT_SKILL_LEVEL	%s Level %d needed.	
