NPC_SEARCH	Pesquisa NPC
REFINE_ELEMENT_NOT_EXSIT	Não pode ser usado com este item.
REFINE_ELEMENT_TEXT_DARK	Trevas +%d
REFINE_ELEMENT_TEXT_EARTH	Terra +%d
REFINE_ELEMENT_TEXT_ELECT	Raios +%d
REFINE_ELEMENT_TEXT_FIRE	Fogo +%d
REFINE_ELEMENT_TEXT_ICE	Gelo +%d
REFINE_ELEMENT_TEXT_WIND	Vento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	O feitiço elemental falhou.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	O feitiço elemental foi bem-sucedido!
REFINE_FAILURE	Oh não, não funcionou! Falhámos.
REFINE_FAILURE_CAN_NOT_ATTACH0	Não podes incluir %s nesse Item.
REFINE_FAILURE_DEL_ITEM	A refinação falhou. O item foi destruído.
REFINE_FAILURE_EQUIP_ITEM	Não podes melhorar um Item equipado.
REFINE_FAILURE_GRADE_DOWN	A refinação falhou. O grau do item foi reduzido.
REFINE_FAILURE_KEEP_GRADE	A refinação falhou.\nFelizmente, o item saiu ileso.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	Não existem Pedras Espíritas que possam ser retiradas.
REFINE_FAILURE_NEED_BETTER_SCROLL	Precisas de um tipo de Pergaminho diferente.
REFINE_FAILURE_NO_GOLD_SOCKET	Não existe Socket para se adicionar %s.
REFINE_FAILURE_NO_MORE_SOCKET	Não podes abrir mais Sockets.
REFINE_FAILURE_NO_SOCKET0	Não existe Socket para adicionar %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	Não podes criar nenhum Socket neste item.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Este Item não pode ser melhorado.
REFINE_SUCCESS	O melhoramento do Item foi bem sucedido!
REFINE_SUCCESS_PROBALITY	Probabilidade de Melhorar %d%%
REFINE_WARNING2	Queres continuar?
RESTART_POPUP_GIVEUP_MIST_ISLAND	Derrotaram-te na Batalha dos Cinco Santuários.\nRegressarás agora à vila.
REVIVE_QUESTION	Queres ressuscitar %s? Quantidade de Prismas Ressuscitadores: %d
REVIVE_SELF_QUESTION	Queres ressuscitar-te a ti mesmo? Quantidade de Prismas Ressuscitadores: %d
ROULETTE_REWARD_TEXT	Recolher Item
SAFEBOX_ERROR	Inseriste a palavra-passe errada.
SAFEBOX_NEED_CHANGE_PASSWORD	A tua palavra-passe expirou.\nPor favor escolhe uma nova.
SAFEBOX_SELL_DISABLE_SAFEITEM	Não podes vender nenhum dos Itens guardados.
SAFEBOX_UNAVILABLE_PASSWORD_01	Não podes usar esta palavra-passe.
SAFEBOX_UNAVILABLE_PASSWORD_02	A tua palavra-passe deve ser composta por pelo menos %d caracteres.
SAFEBOX_UNAVILABLE_PASSWORD_03	Introduziste a tua palavra-passe actual. Por favor escolhe uma nova.
SAFEBOX_UNAVILABLE_PASSWORD_04	A tua palavra-passe não pode conter %d números idênticos ou consecutivos.
SAFEBOX_UNAVILABLE_PASSWORD_05	Não são permitidos caracteres especiais. Caracteres permitidos: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	As palavras-passe têm de ser idênticas.
SCREENSHOT_SAVE1	está gravado em
SCREENSHOT_SAVE2	Pasta Screenshot
SCREENSHOT_SAVE_FAILURE	Erro a gravar o Screenshot.
SECOND	Seg
SECOND_CONFIRM_PET_FEED_QUESTION_1	O teu item tem %d ou mais bónus.
SECOND_CONFIRM_PET_FEED_QUESTION_2	Tens a certeza que pretendes alimentar o teu pet com isto?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	O teu item tem %d ou mais bónus.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	Tens a certeza que pretendes vender?
SELECT_ATTR_NOTICE	Não podes abrir uma Loja Privada enquanto estás a usar o Feitiço para Itens+.
SELECT_ATTR_NOT_OPEN	Não podes usar o Feitiço para Itens+ enquanto tens uma Loja Privada aberta.
SELECT_ATTR_NOT_SELECT	Decide se pretendes manter os bónus ou trocá-los.
SELECT_CAN_NOT_DELETE	Não podes apagar a personagem.
SELECT_CAN_NOT_DELETE_ATTR67	Não podes eliminar a tua personagem\nenquanto está a ser adicionado um bónus.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	Não podes eliminar a tua personagem enquanto ela pertencer a uma Guild.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	Não podes eliminar a tua personagem porque ela possui itens vinculados.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	Não podes eliminar a tua única personagem porque ela ainda possui itens armazenados.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Só podes eliminar a tua personagem até nível 69.
SELECT_CAN_NOT_DELETE_MARRIAGE	Não podes apagar personagens casadas.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	O código de eliminação não é válido.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	Não podes eliminar esta personagem imediatamente após a criares. Período de espera: %s
SELECT_CHANGED_NAME	Alteraste o nome da personagem.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	O nome da personagem já existe.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Tenta de novo.
SELECT_CHANGE_FAILURE_STRANGE_NAME	O nome da personagem não está correto.
SELECT_CHANGE_NAME_TITLE	Altera o nome da personagem.
SELECT_DELEING	A apagar...
SELECT_DELETED	Apagada com sucesso.
SELECT_DO_YOU_DELETE_REALLY	Queres continuar?
SELECT_EMPTY_SLOT	Este é um campo vazio.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Insere um novo nome de personagem.
SELECT_NOT_JOIN_GUILD	Nenhuma Guild
SERVER_NOTIFY_CLOSED	Servidor fechado: só poderão entrar contas criadas antes do encerramento.
SERVER_STATUS_CLOSE	FECHADO
SERVER_STATUS_NEW	NOVO
SERVER_STATUS_SPECIAL	ESPECIAL
SHOP_BUY_INFO	Podes comprar um Item numa loja, escolhendo-o na janela.
SHOP_CANNOT_SELL_EQUIPMENT	Não podes vender um Item equipado.
SHOP_CANNOT_SELL_ITEM	Este Item não pode ser vendido.
SHOP_ERROR_UNKNOWN	Erro de Loja Desconhecido: %s
SHOP_EXCEED_LIMIT_TODAY	Já excedeste o teu limite diário de utilização de pontos.
SHOP_INVALID_POS	Este Item não pode ser usado aqui.
SHOP_INVENTORY_FULL	O teu Inventário está cheio.
SHOP_LIMITED_DATA_LOADING	Dados em carregamento. Por favor tenta de novo mais tarde.
SHOP_LIMITED_ITEM_REMAIN_COUNT	Itens restantes: %d
SHOP_LIMITED_PURCHASE_OVER	Esgotado
SHOP_LIMIT_TODAY	Limite diário: %d / %d
SHOP_MY_BATTLE_POINT	Pontos de Combate: %d
SHOP_MY_MEDAL_OF_HONOR	Medalha de Coragem: %d
SHOP_NOT_ENOUGH_10TH_COIN	Não tens Moedas de Aniversário suficientes.
SHOP_NOT_ENOUGH_BATTLE_POINT	Não tens Pontos de Combate suficientes.
SHOP_NOT_ENOUGH_BNW	Não tens Moedas de Vidente suficientes.
SHOP_NOT_ENOUGH_GUILD_LEVEL	O nível da Guild é demasiado baixo.
SHOP_NOT_ENOUGH_MEDAL_OF_HONOR	Medalhas de Coragem insuficientes.
SHOP_NOT_ENOUGH_MONEY	Yang insuficientes
SHOP_NOT_ENOUGH_MONEY_EX	Não tens Yang suficiente.
SHOP_SELL_INFO	Escolhe o Item a ser vendido, na janela do inventário.
SHOP_SOLDOUT	Esgotado
SHOT_ERROR_UNKNOWN	Erro de Ataque de Longa Distância Desconhecido: %s
SKILL_BLEEDING	Sangramento
SKILL_BOHO	Reflectir - 1
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_BOOK	Precisas de EXP para aprenderes esta Habilidade.
SKILL_CANNOT_LEVEL_UP_ANYMORE_BY_STAT	Precisas de um Livro para aprenderes esta Habilidade.
SKILL_CHEONGEUN	Corpo Forte - 3
SKILL_CRITICAL	Golpe Crítico - 4
SKILL_ENCHANT_POISON	Envenenar - 5
SKILL_EUNHYEONG	Camuflagem - 6
SKILL_FAINT	Atordoado - 7
SKILL_FIND_TRAP	Procurar Armadilha - 8
SKILL_FIRE	Fogo Eterno - 9
SKILL_FISHMIND	O Mármore de Pesca está activo
SKILL_GAMJI	Captura - 10
SKILL_GEOMGYEONG	Aura da Espada - 11
SKILL_GICHEON	Ajuda do Dragão
SKILL_GIGONG	Rotação Chi - 14
SKILL_GONGPO	Receio - 15
SKILL_GRADE_NAME_GRAND_MASTER	Habilidade %s a Grande Mestre
SKILL_GRADE_NAME_MASTER	Habilidade %s a Mestre
SKILL_GRADE_NAME_PERFECT_MASTER	Habilidade %s a Mestre Perfeito
SKILL_GROUP_ASSASSIN_1	Furtivo
SKILL_GROUP_ASSASSIN_2	Arco
SKILL_GROUP_HORSE	Cavalo
SKILL_GROUP_SHAMAN_1	Dragão
SKILL_GROUP_SHAMAN_2	Energia
SKILL_GROUP_SURA_1	Armas
SKILL_GROUP_SURA_2	Magia
SKILL_GROUP_WARRIOR_1	Corpo
SKILL_GROUP_WARRIOR_2	Mental
SKILL_GWIGEOM	Lâmina Encantada - 16
SKILL_GYEONGGONG	Flutuar - 17
SKILL_HEUKSIN	Protecção Sombria - 18
SKILL_HOSIN	Bênção - 19
SKILL_INC_ATKSPD	Aumento da Rapidez de Ataque
SKILL_INC_MOVSPD	Aumento da Rapidez de Movimento
SKILL_JEOJU	Maldição - 25
SKILL_JEONGEOP	Curar - 26
SKILL_JEONGWI	Raiva
SKILL_JEONSINBANGEO	Defesa Plena - 28
SKILL_JEONSINGONGGYEOK	Ataque Pleno - 29
SKILL_JEUNGRYEOK	Ataque + - 32
SKILL_JEUNGSOK	Velocidade + - 33
SKILL_JUMAGAP	Armadura Encantada - 36
SKILL_KWAESOK	Rapidez - 39
SKILL_MUYEONG	Espírito da Chama - 42
SKILL_NEED_EMPTY_BOTTLE	Não tenho uma Garrafa Vazia.
SKILL_NEED_POISON_BOTTLE	Não tenho uma Garrafa de Veneno.
SKILL_ONLY_FOR_GUILD_WAR	Apenas podes usar esta Habilidade durante uma Guerra de Guilds.
SKILL_PABEOP	Remover Feitiço - 43
SKILL_POWERFUL_STRIKE	Ataque Atordoante - 44
SKILL_SEOMGWANG	Bomba Relâmpago - 45
SKILL_SLEEP	Dormir - 47
SKILL_SLOW	Lento
SKILL_STUN	Atordoar
SKILL_SUHO	Guarda - 48
SKILL_SUMMON_DESCRIPTION	Probabilidade da Invocação: %d%%
SKILL_TOOLTIP_INT	Inteligência
SKILL_TOOLTIP_LEVEL	Nível
SKILL_TOXICDIE	Envenenamento - 49
SKILL_TOXICPOWER	Valor de Ataque Venenoso aumentado - 50
SKILL_TUSOK	Força do Golpe - 51
SOUL_ITEM_TOOLTIP_APPLY	Efeito activado
SOUL_ITEM_TOOLTIP_BLUE1	Tempo de Jogo: %d/%d min. 
SOUL_ITEM_TOOLTIP_BLUE2	O dano de habilidade é aumentado em %.1fx ao atingir o tempo de jogo
SOUL_ITEM_TOOLTIP_COMMON	Não aplicável a: PvP, Transformações
SOUL_ITEM_TOOLTIP_RED1	Tempo de Jogo: %d/%d min. 
SOUL_ITEM_TOOLTIP_RED2	O dano de ataque é aumentado em %.1fx ao atingir o tempo de jogo.
SOUL_ITEM_TOOLTIP_REMAIN_COUNT	Ataques restantes: %d
SOUL_ITEM_TOOLTIP_REMOVE_TIME	Alma expira dentro de
SOUL_ITEM_TOOLTIP_UNAPPLIED	Efeito não activado
SOUL_REFINE_FAILURE	Refinação falhada.
SOUL_REFINE_SUCCESS	Refinação bem-sucedida!
STAT_MINUS_CON	Ajustamento da Vitalidade (Pontos Restantes: %d)
STAT_MINUS_DEX	Ajustamento de Destreza (Pontos Restantes: %d)
STAT_MINUS_INT	Ajustamento de Inteligência (Pontos Restantes: %d)
STAT_MINUS_STR	Ajustamento de Força (Pontos Restantes: %d)
STAT_TOOLTIP_CON	Aumenta o VD e Defesa
STAT_TOOLTIP_DEX	Aumenta o Ataque e a Evasão
STAT_TOOLTIP_INT	Aumenta a MN, Ataque Mágico e Defesa
STAT_TOOLTIP_STR	Aumenta o Valor de Ataque e o Dano
STAT_TOOLTIP_ACTION	Ações
STAT_TOOLTIP_ATT	Valor de Ataque
STAT_TOOLTIP_ATT_SPEED	Rapidez de Ataque
STAT_TOOLTIP_BASE_LEVEL	Nível
STAT_TOOLTIP_CAST_SPEED	Rapidez de Feitiço
STAT_TOOLTIP_CON	Aumenta o VD e Defesa
STAT_TOOLTIP_CONQUEROR_LEVEL	Nível de Campeão
STAT_TOOLTIP_DEF	Defesa
STAT_TOOLTIP_DEX	Aumenta o Ataque e a Evasão
STAT_TOOLTIP_DODGE_PER	Probabilidade de Evitar Flechas
STAT_TOOLTIP_EXP	EXP
STAT_TOOLTIP_HP	VD
STAT_TOOLTIP_IMG_CON	VIT: aumenta VD e Defesa
STAT_TOOLTIP_IMG_DEX	DES: aumenta Ataque e Evasão
STAT_TOOLTIP_IMG_INT	INT: aumenta MN, Ataque Mágico e Defesa
STAT_TOOLTIP_IMG_STR	FRÇ: aumenta Valor de Ataque e Dano
STAT_TOOLTIP_INT	Aumenta a MN, Ataque Mágico e Defesa
STAT_TOOLTIP_LEVEL	Nível
STAT_TOOLTIP_MAG_ATT	Valor de Ataque Mágico
STAT_TOOLTIP_MAG_DEF	Defesa Mágica
STAT_TOOLTIP_MOVE_SPEED	Rapidez de Movimento
STAT_TOOLTIP_PASSIVE	Bónus da Relíquia
STAT_TOOLTIP_POINT	Pontos
STAT_TOOLTIP_REACTION	Reações
STAT_TOOLTIP_SHP	Terás uma redução menor da tua VD Máx. em Yohara.
STAT_TOOLTIP_SIMMUNE	Terás uma redução menor da tua resistência a mudanças de atributos em Yohara.
STAT_TOOLTIP_SMOVE	Terás uma redução menor da tua Rapidez de Movimento em Yohara.
STAT_TOOLTIP_SP	MN
STAT_TOOLTIP_SPECIAL_ACTION	Ações Especiais
STAT_TOOLTIP_SSTR	Terás uma redução menor dos teus Ataques em Yohara.
STAT_TOOLTIP_STAT	Valores
STAT_TOOLTIP_STR	Aumenta o Valor de Ataque e o Dano
STAT_TOOLTIP_SUNGMA_HP	Altera a VD dependendo da vontade de Sung Ma (VIT) do inimigo e do mapa
STAT_TOOLTIP_SUNGMA_IMMUNE	Altera a vulnerabilidade a efeitos nos atributos dependendo da vontade de Sung Ma (INT) do inimigo e do mapa
STAT_TOOLTIP_SUNGMA_MOVE	Altera a Rapidez de Movimento dependendo da vontade de Sung Ma (RES) do inimigo e do mapa
STAT_TOOLTIP_SUNGMA_STR	Altera o Ataque dependendo da vontade de Sung Ma (FRÇ) do inimigo e do mapa
STAT_TOOLTIP_SUPPORT_SKILL	Habilidades Secundárias
STAT_TOOLTIP_TAB_CHARACTER	Personagem
STAT_TOOLTIP_TAB_EMOTICON	Emoções
STAT_TOOLTIP_TAB_QUEST	Missões
STAT_TOOLTIP_TAB_SKILL	Habilidades
SUNGMAHEE_TOWER_ENTER_FAIL_FLOOR	Primeiro precisas de completar o nível abaixo.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_MOUNT	Não podes entrar enquanto estás montado.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_CONQUEROR_LEVEL	Precisas de ter atingido um Nível de Campeão para entrar.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_NOT_ENOUGH_ITEM	Precisas de um Estandarte da Caveira para entrar.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_PARTY	Não podes entrar na Torre de Sung Mahi enquanto fazes parte de um grupo.
SUNGMAHEE_TOWER_ENTER_RESULT_FAIL_POLYMORPH	Não podes entrar enquanto estás transformado.
SUNGMAHEE_TOWER_FLOOR_TEXT	Nível {0}
SUNGMAHEE_TOWER_MY_RANK_TEXT	Posição {0}
SYMBOLLIST_TITLE	Registar Bandeira da Guild
TARGET_BUTTON_ACCEPT_FIGHT	Concordo
TARGET_BUTTON_AVENGE	Vingança
TARGET_BUTTON_BLOCK	Bloquear
TARGET_BUTTON_BLOCK_REMOVE	Desbloquear
TARGET_BUTTON_BUILDING_DESTROY	Destruir
TARGET_BUTTON_DISMOUNT	Desmontar
TARGET_BUTTON_EMOTION_ALLOW	Emoções
TARGET_BUTTON_EXCHANGE	Negociar
TARGET_BUTTON_EXCLUDE	Excluir
TARGET_BUTTON_EXIT_OBSERVER	Terminar Modo de Observação
TARGET_BUTTON_FIGHT	Duelo
TARGET_BUTTON_FRIEND	Amigo
TARGET_BUTTON_INVITE_GUILD	Convite Guild
TARGET_BUTTON_INVITE_PARTY	Convite Grupo
TARGET_BUTTON_LEAVE_PARTY	Abandonar Grupo
TARGET_BUTTON_REQUEST_ENTER_PARTY	Entrar no Grupo
TARGET_BUTTON_REVIVE	Ressuscitar
TARGET_BUTTON_VIEW_EQUIPMENT	Armadura
TARGET_BUTTON_WHISPER	Segredo
TARGET_LEVEL_BOSS	Boss
TARGET_LEVEL_KING	Nível 5.
TARGET_LEVEL_KNIGHT	Nível 3.
TARGET_LEVEL_PAWN	Nível 1.
TARGET_LEVEL_S_KNIGHT	Nível 4.
TARGET_LEVEL_S_PAWN	Nível 2.
TARGET_TOOLTIP_ATTACK_COUNT	Total de Golpes: %d
TASKBAR_ATTACK	Atacar
TASKBAR_AUTO	Atacar Automaticamente
TASKBAR_CAMERA	Câmara
TASKBAR_EXP	Experiência
TASKBAR_HP	VD
TASKBAR_MOVE	Mover
TASKBAR_SKILL	Habilidade
TASKBAR_SP	MN
TASKBAR_ST	RES
TENTH_COIN	Moeda(s) de Aniversário
TENTH_EVENT_ASK_EXCHANGE	Precisas de %d Bandeiras de Aniversário. Queres continuar?
THING_COUNT	Todos
TOOLTIP_AFFECT_ATT_GRADE_DOWN	Redução de Dano	SNA
TOOLTIP_AFFECT_CONFUSION	Foste atordoado.
TOOLTIP_AFFECT_CRITICAL_GRADE_DOWN	Redução de Probabilidade de Golpe Crítico	SNA
TOOLTIP_AFFECT_CZ_UNLIMIT_ENTER	Marca do Guardião	SNA
TOOLTIP_AFFECT_DEFENSEWAVE_LASER	Não foi possível travar o feixe de água.
TOOLTIP_AFFECT_DEF_GRADE_DOWN	Redução de Defesa	SNA
TOOLTIP_AFFECT_ELECTRIC_SHOCK	Raios
TOOLTIP_AFFECT_FISHING_GOLD_TUNA	Bónus de Atum de Ouro	SNA
TOOLTIP_AFFECT_FISHING_MOVE_SPEED_DOWN	Roupas Molhadas\nRapidez de Movimento -50	SNA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_BUFF	Almas (%d/20)	SA
TOOLTIP_AFFECT_LATE_SUMMER_EVENT_PRIMIUM_BUFF	Almas Raras (%d/150)	SA
TOOLTIP_AFFECT_MI_BUFF	Reforço de ocupação \n%s
TOOLTIP_AFFECT_MOUNT_FALL	Queda da Montada	SNA
TOOLTIP_AFFECT_POLYMORPH	Transformar	SNA
TOOLTIP_AFFECT_RCAST_SPEED	Aumento de Carregamento	SNA
TOOLTIP_AFFECT_RED_DRAGONLAIR_BUFF	Resistência contra Dano de Habilidades +15% | Resistência conta Dano de Ataque normal +15%
TOOLTIP_AFFECT_RESEARCHER_ELIXIR	Elixir do Investigador	SNA
TOOLTIP_AFFECT_RHP_REGEN	Incapacidade de Regenerar	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_01	Bónus de Armazém\n+3% EXP	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_02	Bónus de Armazém\n+20 Defesa	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_03	Bónus de Armazém\n+1% Pontos de Vida	SNA
TOOLTIP_AFFECT_SAFEBOX_BUFF_04	Bónus de Armazém\n+3% Forte contra Monstros	SNA
TOOLTIP_ALIGNMENT_DAMAGE_BONUS	Dano é aumentado com menos Pontos de Karma.	SNA
TOOLTIP_ANTI_CRITICAL_PCT	Resistência a Golpes Críticos +%d%%	SA
TOOLTIP_ANTI_PENETRATE_PCT	Resistência a Golpes Perfurantes +%d%%	SA
TOOLTIP_ANTI_SELL	Não pode ser vendido numa Loja Privada
TOOLTIP_APPLY_ACCEDRAIN_RATE	Taxa de absorção: %d%%	SA
TOOLTIP_APPLY_ATTBONUS_ANIMAL	Forte contra Animais: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ASSASSIN	Forte contra Ninjas: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BELL	Ruptura de Defesa contra Campainhas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_BOW	Ruptura de Defesa contra Flechas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CLAW	Ruptura de Defesa contra Garras +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_CZ	Forte contra Monstros do Zodíaco +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DAGGER	Ruptura de Defesa contra Punhais +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DESERT	Forte contra Monstros do Deserto +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_DEVIL	Forte contra Demónios: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_FAN	Ruptura de Defesa contra Leques +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_HUMAN	Forte contra Semi-Humanos: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_INSECT	Forte contra Insectos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MILGYO	Forte contra Esotéricos: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_MONSTER	Forte contra Monstros: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_ORC	Forte contra Orcs: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SHAMAN	Forte contra Xamãs: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SURA	Forte contra Suras: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_SWORD	Ruptura de Defesa contra Espadas +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_TWOHAND	Ruptura de Defesa contra Duas Mãos +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_UNDEAD	Forte contra Mortos-Vivos: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WARRIOR	Forte contra Guerreiros: +%d%%	SA
TOOLTIP_APPLY_ATTBONUS_WOLFMAN	Forte contra Lycans + %d%%	SA
TOOLTIP_APPLY_BLEEDING_PCT	Ataque de sangramento + %d%%	SA
TOOLTIP_APPLY_BLEEDING_REDUCE	Resistência a ataques de sangramento + %d%%	SA
TOOLTIP_APPLY_BLOCK	Probabilidade de bloquear ataques físicos %d%%	SA
TOOLTIP_APPLY_COMBAT_SP_RECOVER	Recuperar MN a cada 5 segundos em Batalha %d	SA
TOOLTIP_APPLY_CRITICAL_PCT	Probabilidade de Golpes Críticos +%d%%	SA
TOOLTIP_APPLY_DAMAGE_SP_RECOVER	%d%% Probabilidade de recuperar MN quando atingido	SA
TOOLTIP_APPLY_DODGE	Probabilidade de evitar Flechas: %d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK	Poder das Trevas +%d%%	SA
TOOLTIP_APPLY_ENCHANT_DARK2	Poder das Trevas +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_EARTH	Poder da Terra +%d%%	SA
TOOLTIP_APPLY_ENCHANT_EARTH2	Poder da Terra +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ELECT	Poder dos Raios +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ELECT2	Poder dos Raios +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_FIRE	Poder do Fogo +%d%%	SA
TOOLTIP_APPLY_ENCHANT_FIRE2	Poder do Fogo +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_ICE	Poder do Gelo +%d%%	SA
TOOLTIP_APPLY_ENCHANT_ICE2	Poder do Gelo +%d%% - +%d%%
TOOLTIP_APPLY_ENCHANT_WIND	Poder do Vento +%d%%	SA
TOOLTIP_APPLY_ENCHANT_WIND2	Poder do Vento +%d%% - +%d%%
TOOLTIP_APPLY_EXP_DOUBLE_BONUS	%d%% Probabilidade de EXP Bónus	SA
TOOLTIP_APPLY_GOLD_DOUBLE_BONUS	%d%% Probabilidade de receber Yang a dobrar	SA
TOOLTIP_APPLY_IMMUNE_FALL	Imune contra Quedas	SNA
TOOLTIP_APPLY_IMMUNE_SLOW	Defesa contra Abrandamento	SNA
TOOLTIP_APPLY_IMMUNE_STUN	Defesa contra Atordoamento	SNA
TOOLTIP_APPLY_ITEM_DROP_BONUS	%d%% Probabilidade de receber Itens a dobrar	SA
TOOLTIP_APPLY_KILL_HP_RECOVER	%d%% Probabilidade de restaurar VD	SA
TOOLTIP_APPLY_KILL_SP_RECOVER	%d%% Probabilidade de restaurar MN	SA
TOOLTIP_APPLY_MANA_BURN_PCT	%d%% Probabilidade de roubar MN	SA
TOOLTIP_APPLY_MAX_HP_PCT	Máx. VD +%d%%	SA
TOOLTIP_APPLY_MAX_SP_PCT	Máx. MN +%d%%	SA
TOOLTIP_APPLY_NOAFFECT	Sem efeito
TOOLTIP_APPLY_NO_DEATH_PENALTY	A personagem não irá perder pontos de experiência se for reanimada no local onde morreu.	SNA
TOOLTIP_APPLY_NO_DEATH_PENALTY_PLUS	O Deus Dragão leva-te nas suas asas protectoras. Se ressuscitares a bordo, não perderás quaisquer Pontos de Experiência.	SNA
TOOLTIP_APPLY_PENETRATE_PCT	%d%% Probabilidade de Golpes Perfurantes	SA
TOOLTIP_APPLY_POISON_PCT	Probabilidade de Envenenamento %d%%	SA
TOOLTIP_APPLY_POISON_REDUCE	Resistência a Envenenamento: %d%%	SA
TOOLTIP_APPLY_POTION_BONUS	O efeito da Poção %d%% aumentou.	SA
TOOLTIP_APPLY_REFLECT_CURSE	Probabilidade de reflectir Maldição: %d%%	SA
TOOLTIP_APPLY_REFLECT_MELEE	%d%% Probabilidade de reflectir ataques físicos	SA
TOOLTIP_APPLY_RESIST_ASSASSIN	Resistência a dano de Ninjas: %d%%	SA
TOOLTIP_APPLY_RESIST_BELL	Defesa contra Campainhas %d%%	SA
TOOLTIP_APPLY_RESIST_CLAW	Defesa contra Garras +%d%%	SA
TOOLTIP_APPLY_RESIST_DAGGER	Defesa contra Punhais: %d%%	SA
TOOLTIP_APPLY_RESIST_FAN	Defesa contra Leques %d%%	SA
TOOLTIP_APPLY_RESIST_HUMAN	Resistência a Semi-Humanos %d%%	SA
TOOLTIP_APPLY_RESIST_MOUNT_FALL	Resistência a Queda +%d%%	SA
TOOLTIP_APPLY_RESIST_SHAMAN	Resistência a dano de Xamãs: %d%%	SA
TOOLTIP_APPLY_RESIST_SURA	Resistência a dano de Suras: %d%%	SA
TOOLTIP_APPLY_RESIST_SWORD	Defesa contra Espadas: %d%%	SA
TOOLTIP_APPLY_RESIST_TWOHAND	Defesa contra Duas Mãos: %d%%	SA
TOOLTIP_APPLY_RESIST_WARRIOR	Resistência a dano de Guerreiros: %d%%	SA
TOOLTIP_APPLY_RESIST_WIND	Resistência ao Vento: %d%%	SA
TOOLTIP_APPLY_RESIST_WOLFMAN	Probabilidade de defesa contra ataques de Lycans %d%%	SA
TOOLTIP_APPLY_SKILL_BOOK_BONUS	Probabilidade de ler livros com sucesso aumentada 2,5 vezes	SNA
TOOLTIP_APPLY_SKILL_BOOK_NO_DELAY	Se a leitura do Livro de Habilidades falhar terás imediatamente uma nova tentativa.	SNA
TOOLTIP_APPLY_SLOW_PCT	Probabilidade de Abrandamento %d%%	SA
TOOLTIP_APPLY_STEAL_HP	%d%% dos danos serão absorvidos pela VD	SA
TOOLTIP_APPLY_STEAL_SP	%d%% dos danos serão absorvidos pelo MN	SA
TOOLTIP_APPLY_STUN_PCT	Probabilidade de Atordoamento %d%%	SA
TOOLTIP_ARMOR	Armadura
TOOLTIP_ARROW	Flecha
